notice_id,capital_call_id,commitment_id,investor_id,fund_id,feeder_id,offering_id,call_number,call_date,due_date,committed_amount_usd,call_percentage,call_amount_usd,equalization_amount_usd,total_due_usd,payment_status,payment_date,payment_reference,bank_account,unfunded_commitment_usd,cumulative_called_pct
CCN-00266,FUND-ACO-IV-CC2,COMM-0262,INV-0004,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,177485574.0,25.0,44371393.5,0.0,44371393.5,Paid,2022-03-25,WIRE-000266,BOFA-223344556,79868508.3,55.00000000000001
CCN-00267,FUND-ACO-IV-CC2,COMM-0273,INV-0188,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,187821709.0,25.0,46955427.25,0.0,46955427.25,Paid,2022-03-25,WIRE-000267,JPMC-445566778,84519769.05,55.00000000000001
CCN-00268,FUND-ACO-IV-CC2,COMM-0277,INV-0012,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,262680369.0,25.0,65670092.25,0.0,65670092.25,Paid,2022-03-25,WIRE-000268,CITI-334455667,118206166.05,55.00000000000001
CCN-00269,FUND-ACO-IV-CC2,COMM-0285,INV-0146,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,225101971.0,25.0,56275492.75,0.0,56275492.75,Paid,2022-03-25,WIRE-000269,JPMC-445566778,101295886.95,55.00000000000001
CCN-00270,FUND-ACO-IV-CC2,COMM-0292,INV-0133,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,6937805.0,25.0,1734451.25,0.0,1734451.25,Paid,2022-03-25,WIRE-000270,JPMC-445566778,3122012.25,55.00000000000001
CCN-00271,FUND-ACO-IV-CC2,COMM-0307,INV-0196,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,169992372.0,25.0,42498093.0,0.0,42498093.0,Paid,2022-03-25,WIRE-000271,BOFA-223344556,76496567.4,55.00000000000001
CCN-00272,FUND-ACO-IV-CC2,COMM-0319,INV-0066,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,88783995.0,25.0,22195998.75,0.0,22195998.75,Paid,2022-03-25,WIRE-000272,BOFA-223344556,39952797.75,55.00000000000001
CCN-00273,FUND-ACO-IV-CC2,COMM-0328,INV-0169,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,220317451.0,25.0,55079362.75,0.0,55079362.75,Paid,2022-03-25,WIRE-000273,JPMC-445566778,99142852.95,55.00000000000001
CCN-00274,FUND-ACO-IV-CC2,COMM-0339,INV-0036,FUND-ACO-IV,FUND-ACO-IV-OFF,FUND-ACO-IV-OFF-A,2,2022-03-15,2022-03-25,71750553.0,25.0,17937638.25,0.0,17937638.25,Paid,2022-03-25,WIRE-000274,CITI-334455667,32287748.85,55.00000000000001
CCN-00275,FUND-ACO-IV-CC2,COMM-0341,INV-0017,FUND-ACO-IV,FUND-ACO-IV-OFF,FUND-ACO-IV-OFF-A,2,2022-03-15,2022-03-25,260803056.0,25.0,65200764.0,0.0,65200764.0,Paid,2022-03-25,WIRE-000275,CITI-334455667,117361375.2,55.00000000000001
CCN-00276,FUND-ACO-IV-CC2,COMM-0355,INV-0145,FUND-ACO-IV,FUND-ACO-IV-OFF,FUND-ACO-IV-OFF-A,2,2022-03-15,2022-03-25,261301469.0,25.0,65325367.25,0.0,65325367.25,Paid,2022-03-25,WIRE-000276,BOFA-223344556,117585661.05,55.00000000000001
CCN-00277,FUND-ACO-IV-CC2,COMM-0357,INV-0074,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,270069864.0,25.0,67517466.0,0.0,67517466.0,Paid,2022-03-25,WIRE-000277,BOFA-223344556,121531438.8,55.00000000000001
CCN-00278,FUND-ACO-IV-CC2,COMM-0362,INV-0013,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,21243862.0,25.0,5310965.5,0.0,5310965.5,Paid,2022-03-25,WIRE-000278,JPMC-445566778,9559737.9,55.00000000000001
CCN-00279,FUND-ACO-IV-CC2,COMM-0380,INV-0124,FUND-ACO-IV,FUND-ACO-IV-OFF,FUND-ACO-IV-OFF-A,2,2022-03-15,2022-03-25,268157206.0,25.0,67039301.5,0.0,67039301.5,Paid,2022-03-25,WIRE-000279,CITI-334455667,120670742.7,55.00000000000001
CCN-00280,FUND-ACO-IV-CC2,COMM-0391,INV-0133,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,218748337.0,25.0,54687084.25,0.0,54687084.25,Paid,2022-03-25,WIRE-000280,CITI-334455667,98436751.65,55.00000000000001
CCN-00281,FUND-ACO-IV-CC2,COMM-0404,INV-0146,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,244791050.0,25.0,61197762.5,0.0,61197762.5,Paid,2022-03-25,WIRE-000281,CITI-334455667,110155972.5,55.00000000000001
CCN-00282,FUND-ACO-IV-CC2,COMM-0427,INV-0122,FUND-ACO-IV,FUND-ACO-IV-OFF,FUND-ACO-IV-OFF-A,2,2022-03-15,2022-03-25,168849366.0,25.0,42212341.5,0.0,42212341.5,Paid,2022-03-25,WIRE-000282,CITI-334455667,75982214.7,55.00000000000001
CCN-00283,FUND-ACO-IV-CC2,COMM-0428,INV-0107,FUND-ACO-IV,FUND-ACO-IV-OFF,FUND-ACO-IV-OFF-A,2,2022-03-15,2022-03-25,299249533.0,25.0,74812383.25,0.0,74812383.25,Paid,2022-03-25,WIRE-000283,BOFA-223344556,134662289.85,55.00000000000001
CCN-00284,FUND-ACO-IV-CC2,COMM-0444,INV-0065,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,86189049.0,25.0,21547262.25,0.0,21547262.25,Paid,2022-03-25,WIRE-000284,BOFA-223344556,38785072.05,55.00000000000001
CCN-00285,FUND-ACO-IV-CC2,COMM-0447,INV-0125,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,106140159.0,25.0,26535039.75,0.0,26535039.75,Paid,2022-03-25,WIRE-000285,JPMC-445566778,47763071.55,55.00000000000001
CCN-00286,FUND-ACO-IV-CC2,COMM-0448,INV-0153,FUND-ACO-IV,FUND-ACO-IV-OFF,FUND-ACO-IV-OFF-A,2,2022-03-15,2022-03-25,227064583.0,25.0,56766145.75,0.0,56766145.75,Paid,2022-03-25,WIRE-000286,CITI-334455667,102179062.35,55.00000000000001
CCN-00287,FUND-ACO-IV-CC2,COMM-0466,INV-0068,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,25472552.0,25.0,6368138.0,0.0,6368138.0,Paid,2022-03-25,WIRE-000287,JPMC-445566778,11462648.4,55.00000000000001
CCN-00288,FUND-ACO-IV-CC2,COMM-0486,INV-0063,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,55813458.0,25.0,13953364.5,0.0,13953364.5,Paid,2022-03-25,WIRE-000288,JPMC-445566778,25116056.1,55.00000000000001
CCN-00289,FUND-ACO-IV-CC2,COMM-0492,INV-0142,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-03-15,2022-03-25,76875160.0,25.0,19218790.0,0.0,19218790.0,Paid,2022-03-25,WIRE-000289,JPMC-445566778,34593822.0,55.00000000000001
CCN-00290,FUND-ACO-IV-CC2,COMM-0497,INV-0153,FUND-ACO-IV,FUND-ACO-IV-OFF,FUND-ACO-IV-OFF-A,2,2022-03-15,2022-03-25,185554696.0,25.0,46388674.0,0.0,46388674.0,Paid,2022-03-25,WIRE-000290,JPMC-445566778,83499613.2,55.00000000000001
CCN-00291,FUND-ACO-V-CC1,COMM-0006,INV-0012,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,468541030.0,30.0,140562309.0,0.0,140562309.0,Paid,2023-09-25,WIRE-000291,BOFA-223344556,327978721.0,30.0
CCN-00292,FUND-ACO-V-CC1,COMM-0007,INV-0014,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,150426500.0,30.0,45127950.0,0.0,45127950.0,Paid,2023-09-25,WIRE-000292,BOFA-223344556,105298550.0,30.0
CCN-00293,FUND-ACO-V-CC1,COMM-0009,INV-0018,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,175027915.0,30.0,52508374.5,2100334.98,54608709.48,Paid,2023-09-25,WIRE-000293,CITI-334455667,122519540.5,30.0
CCN-00294,FUND-ACO-V-CC1,COMM-0060,INV-0128,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,208019026.0,30.0,62405707.8,2496228.31,64901936.11,Paid,2023-09-25,WIRE-000294,CITI-334455667,145613318.2,30.0
CCN-00295,FUND-ACO-V-CC1,COMM-0067,INV-0139,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,347338318.0,30.0,104201495.4,0.0,104201495.4,Paid,2023-09-25,WIRE-000295,BOFA-223344556,243136822.6,30.0
CCN-00296,FUND-ACO-V-CC1,COMM-0079,INV-0171,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,94633325.0,30.0,28389997.5,1135599.9,29525597.4,Paid,2023-09-25,WIRE-000296,CITI-334455667,66243327.5,30.0
CCN-00297,FUND-ACO-V-CC1,COMM-0105,INV-0135,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,158578855.0,30.0,47573656.5,0.0,47573656.5,Paid,2023-09-25,WIRE-000297,BOFA-223344556,111005198.5,30.0
CCN-00298,FUND-ACO-V-CC1,COMM-0127,INV-0079,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,67462398.0,30.0,20238719.4,809548.78,21048268.18,Paid,2023-09-25,WIRE-000298,BOFA-223344556,47223678.6,30.0
CCN-00299,FUND-ACO-V-CC1,COMM-0131,INV-0026,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,285704272.0,30.0,85711281.6,3428451.26,89139732.86,Paid,2023-09-25,WIRE-000299,CITI-334455667,199992990.4,30.0
CCN-00300,FUND-ACO-V-CC1,COMM-0132,INV-0172,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,89115457.0,30.0,26734637.1,0.0,26734637.1,Paid,2023-09-25,WIRE-000300,CITI-334455667,62380819.9,30.0
CCN-00301,FUND-ACO-V-CC1,COMM-0143,INV-0101,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,44494972.0,30.0,13348491.6,533939.66,13882431.26,Paid,2023-09-25,WIRE-000301,BOFA-223344556,31146480.4,30.0
CCN-00302,FUND-ACO-V-CC1,COMM-0154,INV-0043,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,156789676.0,30.0,47036902.8,0.0,47036902.8,Paid,2023-09-25,WIRE-000302,BOFA-223344556,109752773.2,30.0
CCN-00303,FUND-ACO-V-CC1,COMM-0156,INV-0170,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,244295926.0,30.0,73288777.8,2931551.11,76220328.91,Paid,2023-09-25,WIRE-000303,BOFA-223344556,171007148.2,30.0
CCN-00304,FUND-ACO-V-CC1,COMM-0158,INV-0006,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,42726109.0,30.0,12817832.7,0.0,12817832.7,Paid,2023-09-25,WIRE-000304,BOFA-223344556,29908276.3,30.0
CCN-00305,FUND-ACO-V-CC1,COMM-0180,INV-0026,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,236893931.0,30.0,71068179.3,2842727.17,73910906.47,Paid,2023-09-25,WIRE-000305,BOFA-223344556,165825751.7,30.0
CCN-00306,FUND-ACO-V-CC1,COMM-0187,INV-0093,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,292815541.0,30.0,87844662.3,0.0,87844662.3,Paid,2023-09-25,WIRE-000306,CITI-334455667,204970878.7,30.0
CCN-00307,FUND-ACO-V-CC1,COMM-0197,INV-0098,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,241047611.0,30.0,72314283.3,0.0,72314283.3,Paid,2023-09-25,WIRE-000307,CITI-334455667,168733327.7,30.0
CCN-00308,FUND-ACO-V-CC1,COMM-0202,INV-0128,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,221951574.0,30.0,66585472.2,0.0,66585472.2,Paid,2023-09-25,WIRE-000308,CITI-334455667,155366101.8,30.0
CCN-00309,FUND-ACO-V-CC1,COMM-0203,INV-0053,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,251307442.0,30.0,75392232.6,0.0,75392232.6,Paid,2023-09-25,WIRE-000309,BOFA-223344556,175915209.4,30.0
CCN-00310,FUND-ACO-V-CC1,COMM-0207,INV-0102,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,20973711.0,30.0,6292113.3,0.0,6292113.3,Paid,2023-09-25,WIRE-000310,JPMC-445566778,14681597.7,30.0
CCN-00311,FUND-ACO-V-CC1,COMM-0210,INV-0173,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,176397425.0,30.0,52919227.5,2116769.1,55035996.6,Paid,2023-09-25,WIRE-000311,CITI-334455667,123478197.5,30.0
CCN-00312,FUND-ACO-V-CC1,COMM-0230,INV-0033,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,282429015.0,30.0,84728704.5,3389148.18,88117852.68,Paid,2023-09-25,WIRE-000312,JPMC-445566778,197700310.5,30.0
CCN-00313,FUND-ACO-V-CC1,COMM-0234,INV-0080,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,222590002.0,30.0,66777000.6,0.0,66777000.6,Paid,2023-09-25,WIRE-000313,CITI-334455667,155813001.4,30.0
CCN-00314,FUND-ACO-V-CC1,COMM-0244,INV-0153,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,166722598.0,30.0,50016779.4,0.0,50016779.4,Paid,2023-09-25,WIRE-000314,JPMC-445566778,116705818.6,30.0
CCN-00315,FUND-ACO-V-CC1,COMM-0246,INV-0097,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,28366871.0,30.0,8510061.3,340402.45,8850463.75,Paid,2023-09-25,WIRE-000315,CITI-334455667,19856809.7,30.0
CCN-00316,FUND-ACO-V-CC1,COMM-0248,INV-0106,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,58810118.0,30.0,17643035.4,0.0,17643035.4,Paid,2023-09-25,WIRE-000316,CITI-334455667,41167082.6,30.0
CCN-00317,FUND-ACO-V-CC1,COMM-0261,INV-0171,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,74609922.0,30.0,22382976.6,0.0,22382976.6,Paid,2023-09-25,WIRE-000317,CITI-334455667,52226945.4,30.0
CCN-00318,FUND-ACO-V-CC1,COMM-0267,INV-0113,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,208328744.0,30.0,62498623.2,0.0,62498623.2,Paid,2023-09-25,WIRE-000318,JPMC-445566778,145830120.8,30.0
CCN-00319,FUND-ACO-V-CC1,COMM-0278,INV-0125,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,14386059.0,30.0,4315817.7,0.0,4315817.7,Paid,2023-09-25,WIRE-000319,JPMC-445566778,10070241.3,30.0
CCN-00320,FUND-ACO-V-CC1,COMM-0280,INV-0004,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,278879097.0,30.0,83663729.1,3346549.16,87010278.25999999,Paid,2023-09-25,WIRE-000320,CITI-334455667,195215367.9,30.0
CCN-00321,FUND-ACO-V-CC1,COMM-0284,INV-0186,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,60890822.0,30.0,18267246.6,730689.86,18997936.46,Paid,2023-09-25,WIRE-000321,CITI-334455667,42623575.4,30.0
CCN-00322,FUND-ACO-V-CC1,COMM-0323,INV-0048,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,170402825.0,30.0,51120847.5,2044833.9,53165681.4,Paid,2023-09-25,WIRE-000322,CITI-334455667,119281977.5,30.0
CCN-00323,FUND-ACO-V-CC1,COMM-0324,INV-0011,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,103403042.0,30.0,31020912.6,1240836.5,32261749.1,Paid,2023-09-25,WIRE-000323,JPMC-445566778,72382129.4,30.0
CCN-00324,FUND-ACO-V-CC1,COMM-0329,INV-0107,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,130807174.0,30.0,39242152.2,0.0,39242152.2,Paid,2023-09-25,WIRE-000324,BOFA-223344556,91565021.8,30.0
CCN-00325,FUND-ACO-V-CC1,COMM-0335,INV-0039,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,43806035.0,30.0,13141810.5,0.0,13141810.5,Paid,2023-09-25,WIRE-000325,JPMC-445566778,30664224.5,30.0
CCN-00326,FUND-ACO-V-CC1,COMM-0342,INV-0118,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,124435697.0,30.0,37330709.1,1493228.36,38823937.46,Paid,2023-09-25,WIRE-000326,BOFA-223344556,87104987.9,30.0
CCN-00327,FUND-ACO-V-CC1,COMM-0351,INV-0152,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,31603000.0,30.0,9480900.0,379236.0,9860136.0,Paid,2023-09-25,WIRE-000327,BOFA-223344556,22122100.0,30.0
CCN-00328,FUND-ACO-V-CC1,COMM-0376,INV-0003,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,80053169.0,30.0,24015950.7,960638.03,24976588.73,Paid,2023-09-25,WIRE-000328,CITI-334455667,56037218.3,30.0
CCN-00329,FUND-ACO-V-CC1,COMM-0395,INV-0164,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,64163876.0,30.0,19249162.8,769966.51,20019129.310000002,Paid,2023-09-25,WIRE-000329,JPMC-445566778,44914713.2,30.0
CCN-00330,FUND-ACO-V-CC1,COMM-0406,INV-0121,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,47397897.0,30.0,14219369.1,0.0,14219369.1,Paid,2023-09-25,WIRE-000330,JPMC-445566778,33178527.9,30.0
CCN-00331,FUND-ACO-V-CC1,COMM-0456,INV-0119,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,158385935.0,30.0,47515780.5,0.0,47515780.5,Paid,2023-09-25,WIRE-000331,BOFA-223344556,110870154.5,30.0
CCN-00332,FUND-ACO-V-CC1,COMM-0459,INV-0090,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,79309352.0,30.0,23792805.6,951712.22,24744517.82,Paid,2023-09-25,WIRE-000332,BOFA-223344556,55516546.4,30.0
CCN-00333,FUND-ACO-V-CC1,COMM-0473,INV-0139,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,118405043.0,30.0,35521512.9,0.0,35521512.9,Paid,2023-09-25,WIRE-000333,BOFA-223344556,82883530.1,30.0
CCN-00334,FUND-ACO-V-CC1,COMM-0477,INV-0099,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,210285272.0,30.0,63085581.6,2523423.26,65609004.86,Paid,2023-09-25,WIRE-000334,JPMC-445566778,147199690.4,30.0
CCN-00335,FUND-ACO-V-CC1,COMM-0479,INV-0189,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,15530995.0,30.0,4659298.5,0.0,4659298.5,Paid,2023-09-25,WIRE-000335,JPMC-445566778,10871696.5,30.0
CCN-00336,FUND-ACO-V-CC1,COMM-0483,INV-0031,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,282326488.0,30.0,84697946.4,3387917.86,88085864.26,Paid,2023-09-25,WIRE-000336,JPMC-445566778,197628541.6,30.0
CCN-00337,FUND-ACO-V-CC1,COMM-0490,INV-0083,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-09-15,2023-09-25,179960150.0,30.0,53988045.0,0.0,53988045.0,Paid,2023-09-25,WIRE-000337,JPMC-445566778,125972105.0,30.0
CCN-00338,FUND-ACO-V-CC1,COMM-0500,INV-0119,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-09-15,2023-09-25,20655361.0,30.0,6196608.3,247864.33,6444472.63,Paid,2023-09-25,WIRE-000338,JPMC-445566778,14458752.7,30.0
CCN-00339,FUND-ACO-V-CC2,COMM-0006,INV-0012,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,468541030.0,25.0,117135257.5,0.0,117135257.5,Paid,2024-03-25,WIRE-000339,CITI-334455667,210843463.5,55.00000000000001
CCN-00340,FUND-ACO-V-CC2,COMM-0007,INV-0014,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,150426500.0,25.0,37606625.0,0.0,37606625.0,Paid,2024-03-25,WIRE-000340,BOFA-223344556,67691925.0,55.00000000000001
CCN-00341,FUND-ACO-V-CC2,COMM-0009,INV-0018,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,175027915.0,25.0,43756978.75,0.0,43756978.75,Paid,2024-03-25,WIRE-000341,JPMC-445566778,78762561.75,55.00000000000001
CCN-00342,FUND-ACO-V-CC2,COMM-0060,INV-0128,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,208019026.0,25.0,52004756.5,0.0,52004756.5,Paid,2024-03-25,WIRE-000342,CITI-334455667,93608561.7,55.00000000000001
CCN-00343,FUND-ACO-V-CC2,COMM-0067,INV-0139,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,347338318.0,25.0,86834579.5,0.0,86834579.5,Paid,2024-03-25,WIRE-000343,CITI-334455667,156302243.1,55.00000000000001
CCN-00344,FUND-ACO-V-CC2,COMM-0079,INV-0171,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,94633325.0,25.0,23658331.25,0.0,23658331.25,Paid,2024-03-25,WIRE-000344,CITI-334455667,42584996.25,55.00000000000001
CCN-00345,FUND-ACO-V-CC2,COMM-0105,INV-0135,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,158578855.0,25.0,39644713.75,0.0,39644713.75,Paid,2024-03-25,WIRE-000345,JPMC-445566778,71360484.75,55.00000000000001
CCN-00346,FUND-ACO-V-CC2,COMM-0127,INV-0079,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,67462398.0,25.0,16865599.5,0.0,16865599.5,Paid,2024-03-25,WIRE-000346,JPMC-445566778,30358079.1,55.00000000000001
CCN-00347,FUND-ACO-V-CC2,COMM-0131,INV-0026,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,285704272.0,25.0,71426068.0,0.0,71426068.0,Paid,2024-03-25,WIRE-000347,BOFA-223344556,128566922.4,55.00000000000001
CCN-00348,FUND-ACO-V-CC2,COMM-0132,INV-0172,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,2,2024-03-15,2024-03-25,89115457.0,25.0,22278864.25,0.0,22278864.25,Paid,2024-03-25,WIRE-000348,BOFA-223344556,40101955.65,55.00000000000001
CCN-00349,FUND-ACO-V-CC2,COMM-0143,INV-0101,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,44494972.0,25.0,11123743.0,0.0,11123743.0,Paid,2024-03-25,WIRE-000349,JPMC-445566778,20022737.4,55.00000000000001
CCN-00350,FUND-ACO-V-CC2,COMM-0154,INV-0043,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,156789676.0,25.0,39197419.0,0.0,39197419.0,Paid,2024-03-25,WIRE-000350,BOFA-223344556,70555354.2,55.00000000000001
CCN-00351,FUND-ACO-V-CC2,COMM-0156,INV-0170,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,244295926.0,25.0,61073981.5,0.0,61073981.5,Paid,2024-03-25,WIRE-000351,CITI-334455667,109933166.7,55.00000000000001
CCN-00352,FUND-ACO-V-CC2,COMM-0158,INV-0006,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,42726109.0,25.0,10681527.25,0.0,10681527.25,Paid,2024-03-25,WIRE-000352,CITI-334455667,19226749.05,55.00000000000001
CCN-00353,FUND-ACO-V-CC2,COMM-0180,INV-0026,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-03-15,2024-03-25,236893931.0,25.0,59223482.75,0.0,59223482.75,Paid,2024-03-25,WIRE-000353,JPMC-445566778,106602268.95,55.00000000000001
