golden_id,event_type,firm_name,firm_canonical,has_crd,lead_first,lead_last,team_name_current,team_name_prior,street,city,state,zip_
439,MERGE_SURVIVOR,Robert W. Baird & Co.,rwbaird,True,Thomas,Edwards,Edwards Investment Group,Edwards Investment Group,4190 Elm Pl,Charlotte,NC,28201
440,MEMBER_CHANGE,Northgate Investment Partners,northgate,False,Richard,Patel,Hall Capital,Hall Capital,9560 Church Rd,Baltimore,MD,21201
441,MEMBER_CHANGE,DA Davidson & Co.,da_davidson,True,Lisa,Stewart,Jones Institutional Group,Jones Institutional Group,1625 Lincoln Court,San Francisco,CA,94101
442,MEMBER_CHANGE,Harborview Private Wealth,harborview,False,Michael,King,Nelson Capital Partners,Nelson Capital Partners,5462 Highland St,Phoenix,AZ,85001
443,RENAME,Crestwood Family Office,crestwood,False,Dorothy,Turner,Turner & Associates,Turner Private Wealth,1137 Central Ln,Fort Worth,TX,76101
444,MEMBER_CHANGE,Cetera Financial Group,cetera,True,David,Yang,Hall Wealth Partners,Hall Wealth Partners,5389 River Pl,Boston,MA,02101
445,SPLIT_PARENT,National Planning Holdings,nph,True,Thomas,Roberts,Roberts Financial Group,Roberts Financial Group,5731 Union St,Los Angeles,CA,90001
446,MEMBER_CHANGE,Wells Fargo Advisors,wells_fargo,True,Richard,Smith,Johnson Private Wealth Group,Johnson Private Wealth Group,2688 Jefferson Way,New York,NY,10001
447,MEMBER_CHANGE,Cetera Financial Group,cetera,True,Megan,Baker,Edwards Investment Group,Edwards Investment Group,5045 Washington Rd,Phoenix,AZ,85001
448,SPLIT_PARENT,Kingsbridge Capital Advisors,kingsbridge,False,Karen,Martin,Martin Wealth,Martin Wealth,6192 Union Blvd,Chicago,IL,60601
449,MEMBER_CHANGE,DA Davidson & Co.,da_davidson,True,Amanda,Brown,Reyes Family Wealth Group,Reyes Family Wealth Group,3936 Madison Ave,Philadelphia,PA,19101
450,RENAME,Morgan Stanley Wealth Management,morgan_stanley,True,Anthony,Baker,Baker Wealth Advisors,Baker Private Wealth Group,2274 Highland Dr,Cleveland,OH,44101
451,MEMBER_CHANGE,Ridgeway Wealth Management,ridgeway,False,Jennifer,Edwards,Smith Partners,Smith Partners,5729 Cedar Ln,San Diego,CA,92101
452,SPLIT_PARENT,Commonwealth Financial Network,commonwealth,True,William,White,White Asset Management Group,White Asset Management Group,1563 Adams Ave,Philadelphia,PA,19101
453,MEMBER_CHANGE,Oppenheimer & Co.,oppenheimer,True,Sarah,Thomas,Liu Wealth Partners,Liu Wealth Partners,2346 Lincoln Blvd,Dallas,TX,75201
454,RENAME,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Susan,Roberts,Roberts Private Wealth Group,Roberts Wealth Management Group,2788 Jefferson Pl,Fort Worth,TX,76101
455,RENAME,Kingsbridge Capital Advisors,kingsbridge,False,Charles,Wang,Wang Capital Partners,Wang Family Office,7348 Park Ave,Philadelphia,PA,19101
456,MERGE_SURVIVOR,Raymond James Financial Services,raymond_james,True,Joseph,Gomez,Gomez Family Wealth Group,Gomez Family Wealth Group,6391 Willow Ln,Nashville,TN,37201
457,RENAME,Summit Peak Advisors,summit_peak,False,Thomas,Harris,Harris & Associates,Harris Investment Partners,1480 Lake Court,St. Louis,MO,63101
458,MEMBER_CHANGE,Woodbury Financial Services,woodbury,True,Jessica,Cruz,Young Family Wealth Group,Young Family Wealth Group,539 Union Rd,Fort Worth,TX,76101
459,MEMBER_CHANGE,Cambridge Investment Research,cambridge_inv,True,Richard,Martin,Rivera Advisory Group,Rivera Advisory Group,6518 River St,Charlotte,NC,28201
460,MEMBER_CHANGE,Commonwealth Financial Network,commonwealth,True,Ashley,Morris,Davis Advisory Group,Davis Advisory Group,8285 Church Pkwy,Houston,TX,77001
461,RENAME,Cambridge Investment Research,cambridge_inv,True,James,Torres,Torres & Parker Partners,Torres Capital Group,2262 Lincoln Pkwy,Baltimore,MD,21201
462,RENAME,Hilliard Lyons,hilliard_lyons,True,Jessica,Cruz,Cruz & Associates,Cruz Investment Group,7817 Monroe Ave,New York,NY,10022
463,MERGE_TARGET,National Planning Holdings,nph,True,William,Smith,Smith Wealth Partners,Smith Wealth Partners,3634 Oak St,Memphis,TN,38101
464,MEMBER_CHANGE,Cambridge Investment Research,cambridge_inv,True,Sandra,Morris,Turner Family Wealth Group,Turner Family Wealth Group,8309 Monroe Ln,Milwaukee,WI,53201
465,MEMBER_CHANGE,Harborview Private Wealth,harborview,False,Sandra,Stewart,Garcia Asset Management,Garcia Asset Management,8908 Broad Blvd,San Francisco,CA,94101
466,SPLIT_PARENT,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Kenneth,Garcia,Garcia Wealth Advisors,Garcia Wealth Advisors,3429 Elm Court,Nashville,TN,37201
467,RENAME,DA Davidson & Co.,da_davidson,True,Rachel,Turner,Turner Advisory Group,Turner Institutional Group,1183 River Ln,Charlotte,NC,28201
468,RENAME,UBS Financial Services,ubs,True,Donald,Garcia,Garcia & Associates,Garcia Asset Management Group,2000 Jefferson Pkwy,St. Louis,MO,63101
469,RENAME,UBS Financial Services,ubs,True,Kenneth,Parker,Parker Financial Group,Parker Family Wealth Group,2977 Cedar St,San Diego,CA,92101
470,MEMBER_CHANGE,Harborview Private Wealth,harborview,False,Margaret,Thompson,Taylor Capital Partners,Taylor Capital Partners,5780 Market Court,Indianapolis,IN,46201
471,MEMBER_CHANGE,LPL Financial,lpl_financial,True,Richard,Baker,Wilson Family Wealth Group,Wilson Family Wealth Group,4503 Adams Ave,New York,NY,10022
472,RENAME,Oppenheimer & Co.,oppenheimer,True,Sandra,Thompson,Thompson Portfolio Group,Thompson Wealth Advisors,1146 Hill Pkwy,Houston,TX,77001
473,MEMBER_CHANGE,Commonwealth Financial Network,commonwealth,True,Joseph,Nelson,Rivera Capital Group,Rivera Capital Group,1008 Commerce Pkwy,San Jose,CA,95101
474,MEMBER_CHANGE,Hilliard Lyons,hilliard_lyons,True,Margaret,Smith,Martin Private Wealth Group,Martin Private Wealth Group,9502 Union Ave,Columbus,OH,43201
475,MEMBER_CHANGE,Crestwood Family Office,crestwood,False,Anthony,Yang,Smith Partners,Smith Partners,301 Lake St,Raleigh,NC,27601
476,MERGE_SURVIVOR,Hilliard Lyons,hilliard_lyons,True,Nancy,Wang,Wang Investment Group,Wang Investment Group,3032 Oak Court,Baltimore,MD,21201
477,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Michael,Thompson,Harris Asset Management Group,Harris Asset Management Group,5341 Hill Ave,Portland,OR,97201
478,MEMBER_CHANGE,Hilliard Lyons,hilliard_lyons,True,Michael,Parker,Rivera Institutional Group,Rivera Institutional Group,962 Washington Dr,Cleveland,OH,44101
479,RENAME,UBS Financial Services,ubs,True,Betty,Jones,Jones Portfolio Group,Jones Financial Group,4725 Monroe Rd,Nashville,TN,37201
480,RENAME,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Helen,Nelson,Nelson & Associates,Nelson Wealth Management Group,6144 Park Rd,Portland,OR,97201
481,MEMBER_CHANGE,Summit Peak Advisors,summit_peak,False,Anthony,Brown,Stewart Wealth Management,Stewart Wealth Management,4074 Jefferson Pl,Pittsburgh,PA,15201
482,MEMBER_CHANGE,Commonwealth Financial Network,commonwealth,True,Robert,Anderson,Reyes Wealth Advisors,Reyes Wealth Advisors,4116 Elm St,Baltimore,MD,21201
483,MEMBER_CHANGE,Morgan Stanley Wealth Management,morgan_stanley,True,Jennifer,Baker,Mitchell Capital Group,Mitchell Capital Group,257 Spring St,Las Vegas,NV,89101
484,MEMBER_CHANGE,Meridian Private Wealth,meridian_pw,False,Thomas,King,Miller Advisors,Miller Advisors,8780 Lake Ln,Minneapolis,MN,55401
485,MEMBER_CHANGE,UBS Financial Services,ubs,True,Andrew,Yang,Collins Wealth Partners,Collins Wealth Partners,1624 Oak Dr,Cleveland,OH,44101
486,SPLIT_PARENT,Cetera Financial Group,cetera,True,Karen,Nelson,Nelson Family Wealth Group,Nelson Family Wealth Group,1491 Highland Ave,Miami,FL,33101
487,MEMBER_CHANGE,Raymond James Financial Services,raymond_james,True,Patricia,Roberts,Jones Portfolio Group,Jones Portfolio Group,9403 Oak Ln,San Diego,CA,92101
488,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Andrew,Carter,Martin Capital Group,Martin Capital Group,6538 Liberty Pl,Nashville,TN,37201
489,MEMBER_CHANGE,Ameriprise Financial Services,ameriprise,True,Michael,Jackson,White Private Wealth Group,White Private Wealth Group,3421 Elm Pkwy,Philadelphia,PA,19101
490,MERGE_SURVIVOR,Raymond James Financial Services,raymond_james,True,Richard,Taylor,Taylor Financial Group,Taylor Financial Group,7735 Spring Ln,San Antonio,TX,78201
491,MEMBER_CHANGE,Securities America,securities_america,True,Barbara,Cruz,Morgan Advisory Group,Morgan Advisory Group,7504 River Way,Indianapolis,IN,46201
492,MEMBER_CHANGE,Meridian Private Wealth,meridian_pw,False,Sarah,Patel,Garcia Capital,Garcia Capital,5084 Liberty Pkwy,Los Angeles,CA,90001
493,RENAME,Edward Jones,edward_jones,True,Sarah,Moore,Moore Financial Group,Moore Private Wealth Group,4166 Willow Ln,Miami,FL,33101
494,MEMBER_CHANGE,UBS Financial Services,ubs,True,Patricia,Morris,Martin Investment Group,Martin Investment Group,609 Lincoln Way,Boston,MA,02101
495,MEMBER_CHANGE,Crestwood Family Office,crestwood,False,Linda,Liu,Harris Wealth,Harris Wealth,7670 Cedar Blvd,San Antonio,TX,78201
496,MERGE_TARGET,Morgan Stanley Wealth Management,morgan_stanley,True,Michael,Chen,Chen Advisory Group,Chen Advisory Group,2241 Park Ln,Louisville,KY,40201
497,MEMBER_CHANGE,Ridgeway Wealth Management,ridgeway,False,Lisa,Adams,Gomez Wealth Management,Gomez Wealth Management,4340 Maple St,Houston,TX,77001
498,MEMBER_CHANGE,Edward Jones,edward_jones,True,Dorothy,Cruz,Khan Investment Group,Khan Investment Group,1606 Spring Ave,Los Angeles,CA,90001
499,SPLIT_PARENT,Ameriprise Financial Services,ameriprise,True,Michael,Taylor,Taylor Portfolio Group,Taylor Portfolio Group,7196 Adams Ln,Minneapolis,MN,55401
500,MEMBER_CHANGE,Morgan Stanley Wealth Management,morgan_stanley,True,Barbara,Allen,Cruz Asset Management Group,Cruz Asset Management Group,2931 Willow Dr,Austin,TX,78701
501,MEMBER_CHANGE,Robert W. Baird & Co.,rwbaird,True,Lisa,Thomas,Adams Investment Group,Adams Investment Group,667 Broad Pkwy,Richmond,VA,23219
502,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Megan,Young,Hall Asset Management Group,Hall Asset Management Group,9122 Commerce St,Phoenix,AZ,85001
503,SPLIT_PARENT,Robert W. Baird & Co.,rwbaird,True,Nancy,Wilson,Wilson Asset Management Group,Wilson Asset Management Group,3367 Church Court,Charlotte,NC,28201
504,RENAME,Kingsbridge Capital Advisors,kingsbridge,False,Jessica,Patel,Patel & Associates,Patel Partners,6366 Liberty Pl,Raleigh,NC,27601
505,MEMBER_CHANGE,Securities America,securities_america,True,Robert,Carter,Scott Portfolio Group,Scott Portfolio Group,8331 Spring Ln,San Francisco,CA,94101
506,MEMBER_CHANGE,LPL Financial,lpl_financial,True,Anthony,Adams,King Portfolio Group,King Portfolio Group,3688 Main Rd,Chicago,IL,60601
507,MEMBER_CHANGE,Summit Peak Advisors,summit_peak,False,Sarah,Evans,Campbell Private Wealth,Campbell Private Wealth,9668 Lake Blvd,Philadelphia,PA,19101
508,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Rachel,Evans,Thompson Wealth Advisors,Thompson Wealth Advisors,1016 Monroe Dr,Portland,OR,97201
509,RENAME,Meridian Private Wealth,meridian_pw,False,Nancy,Scott,Scott & Associates,Scott Capital,2985 Lake Pkwy,Nashville,TN,37201
510,MEMBER_CHANGE,Summit Peak Advisors,summit_peak,False,Rachel,Diaz,Wang Wealth Management,Wang Wealth Management,562 Liberty Pl,Portland,OR,97201
511,MEMBER_CHANGE,National Planning Holdings,nph,True,Megan,Kim,Roberts Advisory Group,Roberts Advisory Group,8164 Central Rd,Austin,TX,78701
512,MEMBER_CHANGE,Commonwealth Financial Network,commonwealth,True,Ashley,Jones,Garcia Wealth Management Group,Garcia Wealth Management Group,3911 Broad Dr,New York,NY,10022
513,MEMBER_CHANGE,Cambridge Investment Research,cambridge_inv,True,Steven,Morgan,Smith Capital Group,Smith Capital Group,3400 Elm Pl,Austin,TX,78701
514,MEMBER_CHANGE,Parkside Wealth Strategies,parkside,False,William,Jackson,Brown Partners,Brown Partners,2520 Highland Blvd,San Antonio,TX,78201
515,MEMBER_CHANGE,Meridian Private Wealth,meridian_pw,False,Mark,Evans,Huang Private Wealth,Huang Private Wealth,1288 Willow Ln,Pittsburgh,PA,15201
516,RENAME,Wells Fargo Advisors,wells_fargo,True,Jennifer,Allen,Allen & Carter Partners,Allen Capital Group,2335 Washington Ln,Minneapolis,MN,55401
517,MEMBER_CHANGE,Kingsbridge Capital Advisors,kingsbridge,False,Christopher,Turner,Anderson Asset Management,Anderson Asset Management,5946 Lake Pkwy,Austin,TX,78701
518,MEMBER_CHANGE,DA Davidson & Co.,da_davidson,True,Michael,Lee,Reyes Family Wealth Group,Reyes Family Wealth Group,4925 Elm Blvd,New York,NY,10001
519,MEMBER_CHANGE,Harborview Private Wealth,harborview,False,Jessica,Khan,Hill Wealth Management,Hill Wealth Management,630 Washington Pkwy,Nashville,TN,37201
520,MEMBER_CHANGE,Parkside Wealth Strategies,parkside,False,Emily,King,White Wealth Management,White Wealth Management,1805 Commerce Blvd,Oklahoma City,OK,73101
521,RENAME,Crestwood Family Office,crestwood,False,William,Harris,Harris Asset Management,Harris Private Wealth,5334 Washington Ave,Oklahoma City,OK,73101
522,MEMBER_CHANGE,Ameriprise Financial Services,ameriprise,True,Donald,Adams,Martin Advisory Group,Martin Advisory Group,4188 Liberty Ave,Washington,DC,20001
523,MEMBER_CHANGE,Robert W. Baird & Co.,rwbaird,True,Donald,Green,Reyes Wealth Management Group,Reyes Wealth Management Group,888 Lincoln Way,Baltimore,MD,21201
524,MEMBER_CHANGE,LPL Financial,lpl_financial,True,Ashley,Roberts,Hall Asset Management Group,Hall Asset Management Group,5854 Central Ln,Philadelphia,PA,19101
525,MEMBER_CHANGE,Clearwater Capital Group,clearwater,False,Thomas,Hill,Patel Wealth Management,Patel Wealth Management,3795 Washington Way,Houston,TX,77001
526,MEMBER_CHANGE,Summit Peak Advisors,summit_peak,False,Mark,Parker,Young Partners,Young Partners,5321 Hill Ave,Houston,TX,77001
527,MEMBER_CHANGE,Oppenheimer & Co.,oppenheimer,True,Rachel,Collins,Liu Asset Management Group,Liu Asset Management Group,2736 Adams Ave,Boston,MA,02101
528,RENAME,Highfield Asset Management,highfield,False,David,Wright,Wright & Associates,Wright Wealth Management,8009 Liberty St,Milwaukee,WI,53201
529,MEMBER_CHANGE,Kingsbridge Capital Advisors,kingsbridge,False,Betty,Jackson,Phillips Family Office,Phillips Family Office,2673 Oak Ave,Oklahoma City,OK,73101
530,MEMBER_CHANGE,Edward Jones,edward_jones,True,Steven,Anderson,Flores Family Wealth Group,Flores Family Wealth Group,9178 Adams Court,Indianapolis,IN,46201
531,MEMBER_CHANGE,Ridgeway Wealth Management,ridgeway,False,Helen,Nguyen,Allen Advisors,Allen Advisors,1671 Oak Ln,Portland,OR,97201
532,MEMBER_CHANGE,Securities America,securities_america,True,Michael,Edwards,Moore Wealth Management Group,Moore Wealth Management Group,6011 Main Ln,Phoenix,AZ,85001
533,MEMBER_CHANGE,Janney Montgomery Scott,janney,True,Patricia,Chen,Baker Advisory Group,Baker Advisory Group,1689 Main Dr,San Jose,CA,95101
534,MEMBER_CHANGE,Kingsbridge Capital Advisors,kingsbridge,False,Mark,Roberts,Garcia Capital Partners,Garcia Capital Partners,1992 River Ln,Raleigh,NC,27601
535,MEMBER_CHANGE,Commonwealth Financial Network,commonwealth,True,Richard,Torres,Garcia Institutional Group,Garcia Institutional Group,9014 Lincoln Blvd,Louisville,KY,40201
536,MEMBER_CHANGE,Highfield Asset Management,highfield,False,Steven,Martin,Torres Capital,Torres Capital,7403 Oak Rd,Atlanta,GA,30301
537,MEMBER_CHANGE,Ameriprise Financial Services,ameriprise,True,Charles,Williams,White Wealth Partners,White Wealth Partners,9344 Oak Blvd,Philadelphia,PA,19101
538,MEMBER_CHANGE,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,John,Evans,Khan Wealth Advisors,Khan Wealth Advisors,6882 Monroe Pkwy,Columbus,OH,43201
539,MEMBER_CHANGE,Securities America,securities_america,True,Lisa,Roberts,Chen Asset Management Group,Chen Asset Management Group,8661 Madison Court,Raleigh,NC,27601
540,MEMBER_CHANGE,National Planning Holdings,nph,True,James,Torres,Baker Wealth Partners,Baker Wealth Partners,1393 Lincoln St,Miami,FL,33101
541,MEMBER_CHANGE,National Planning Holdings,nph,True,Ashley,Diaz,Khan Portfolio Group,Khan Portfolio Group,2515 Cedar Way,Austin,TX,78701
542,MEMBER_CHANGE,LPL Financial,lpl_financial,True,Paul,Diaz,Khan Advisory Group,Khan Advisory Group,2167 Oak Ln,Phoenix,AZ,85001
543,MEMBER_CHANGE,Ridgeway Wealth Management,ridgeway,False,William,Roberts,Thomas Capital,Thomas Capital,9849 Hill Pl,Houston,TX,77001
544,RENAME,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Nancy,Carter,Carter Portfolio Group,Carter Asset Management Group,9144 Spring Rd,Cleveland,OH,44101
545,MEMBER_CHANGE,Ameriprise Financial Services,ameriprise,True,Sarah,Brown,Patel Family Wealth Group,Patel Family Wealth Group,9726 Market Ln,San Antonio,TX,78201
546,MEMBER_CHANGE,Cetera Financial Group,cetera,True,James,Harris,Moore Portfolio Group,Moore Portfolio Group,9732 Highland Ave,Philadelphia,PA,19101
547,MEMBER_CHANGE,National Planning Holdings,nph,True,Karen,Kim,Patel Wealth Partners,Patel Wealth Partners,8875 Willow Ln,Indianapolis,IN,46201
548,RENAME,DA Davidson & Co.,da_davidson,True,Linda,Roberts,Roberts Institutional Group,Roberts Portfolio Group,7850 Oak Blvd,San Francisco,CA,94101
549,MEMBER_CHANGE,DA Davidson & Co.,da_davidson,True,Jessica,Morgan,Evans Portfolio Group,Evans Portfolio Group,6681 Oak Ln,Oklahoma City,OK,73101
550,SPLIT_PARENT,Harborview Private Wealth,harborview,False,Donald,Brown,Brown Capital Partners,Brown Capital Partners,4500 Willow St,Oklahoma City,OK,73101
551,MEMBER_CHANGE,Clearwater Capital Group,clearwater,False,Michael,King,Allen Investment Partners,Allen Investment Partners,8154 Liberty Ave,Columbus,OH,43201
552,MEMBER_CHANGE,Raymond James Financial Services,raymond_james,True,Karen,Diaz,Stewart Financial Group,Stewart Financial Group,5357 Hill Ln,St. Louis,MO,63101
553,RENAME,Kingsbridge Capital Advisors,kingsbridge,False,David,Thomas,Thomas & Associates,Thomas Capital Partners,3563 Madison Way,Cleveland,OH,44101
554,SPLIT_PARENT,Meridian Private Wealth,meridian_pw,False,Karen,Lee,Lee Partners,Lee Partners,8542 Washington Ave,Denver,CO,80201
555,MEMBER_CHANGE,Harborview Private Wealth,harborview,False,Susan,Torres,Hill Capital,Hill Capital,8689 Highland St,Austin,TX,78701
556,MEMBER_CHANGE,Edward Jones,edward_jones,True,Ashley,Edwards,Chen Wealth Management Group,Chen Wealth Management Group,4187 Oak Way,Chicago,IL,60601
557,MEMBER_CHANGE,Parkside Wealth Strategies,parkside,False,Ashley,Phillips,Collins Advisors,Collins Advisors,4588 Willow Way,Miami,FL,33101
558,MEMBER_CHANGE,DA Davidson & Co.,da_davidson,True,Megan,Jackson,Cruz Wealth Management Group,Cruz Wealth Management Group,4063 Willow Way,St. Louis,MO,63101
559,MERGE_SURVIVOR,Ameriprise Financial Services,ameriprise,True,Daniel,Huang,Huang Financial Group,Huang Financial Group,9715 Central Pl,Washington,DC,20001
560,MEMBER_CHANGE,LPL Financial,lpl_financial,True,Mark,Phillips,Stewart Family Wealth Group,Stewart Family Wealth Group,1580 River St,Las Vegas,NV,89101
561,MEMBER_CHANGE,UBS Financial Services,ubs,True,Helen,Morris,Zhang Portfolio Group,Zhang Portfolio Group,3611 Lake Dr,Fort Worth,TX,76101
562,MEMBER_CHANGE,Robert W. Baird & Co.,rwbaird,True,Ashley,Evans,Rivera Wealth Management Group,Rivera Wealth Management Group,245 Commerce Blvd,Austin,TX,78701
563,MEMBER_CHANGE,Woodbury Financial Services,woodbury,True,Robert,Allen,White Wealth Partners,White Wealth Partners,5104 Liberty Rd,Milwaukee,WI,53201
564,RENAME,Highfield Asset Management,highfield,False,Nancy,Zhang,Zhang Partners,Zhang Private Wealth,7620 Hill Dr,Kansas City,MO,64101
565,SPLIT_PARENT,Janney Montgomery Scott,janney,True,Susan,Lee,Lee Portfolio Group,Lee Portfolio Group,6606 Highland Ave,New York,NY,10001
566,MEMBER_CHANGE,Cambridge Investment Research,cambridge_inv,True,Betty,Williams,Carter Institutional Group,Carter Institutional Group,9828 Broad Rd,Denver,CO,80201
567,MEMBER_CHANGE,Ridgeway Wealth Management,ridgeway,False,Robert,Taylor,Baker Wealth,Baker Wealth,5609 Hill Pl,San Francisco,CA,94101
568,RENAME,Robert W. Baird & Co.,rwbaird,True,Kenneth,Thomas,Thomas Wealth Advisors,Thomas Investment Group,8575 Monroe Dr,Chicago,IL,60601
569,MEMBER_CHANGE,Summit Peak Advisors,summit_peak,False,Paul,Allen,Hill Private Wealth,Hill Private Wealth,2392 Adams St,Minneapolis,MN,55401
570,MEMBER_CHANGE,Janney Montgomery Scott,janney,True,Helen,Wright,Wang Asset Management Group,Wang Asset Management Group,6728 Lincoln St,Pittsburgh,PA,15201
571,MERGE_TARGET,Harborview Private Wealth,harborview,False,Emily,Lee,Lee Advisors,Lee Advisors,5722 Adams Dr,Tampa,FL,33601
572,MEMBER_CHANGE,Kingsbridge Capital Advisors,kingsbridge,False,Rachel,Mitchell,Wang Private Wealth,Wang Private Wealth,8411 River Blvd,Boston,MA,02101
573,RENAME,LPL Financial,lpl_financial,True,Andrew,Miller,Miller & Rivera Group,Miller Financial Group,2196 Adams Rd,Boston,MA,02101
574,MEMBER_CHANGE,Northgate Investment Partners,northgate,False,Amanda,Moore,Cruz Private Wealth,Cruz Private Wealth,1563 Lake Pl,Columbus,OH,43201
575,MEMBER_CHANGE,Crestwood Family Office,crestwood,False,Michael,Torres,Flores Private Wealth,Flores Private Wealth,6189 Hill Pkwy,Seattle,WA,98101
576,SPLIT_PARENT,Ameriprise Financial Services,ameriprise,True,Joseph,Baker,Baker Wealth Management Group,Baker Wealth Management Group,9661 Highland Pkwy,Houston,TX,77001
577,MEMBER_CHANGE,Commonwealth Financial Network,commonwealth,True,Megan,Campbell,Rivera Private Wealth Group,Rivera Private Wealth Group,6353 Market Rd,Baltimore,MD,21201
578,RENAME,UBS Financial Services,ubs,True,Charles,Wilson,Wilson & Turner Partners,Wilson Advisory Group,5714 Madison Pkwy,Kansas City,MO,64101
579,SPLIT_PARENT,Raymond James Financial Services,raymond_james,True,Sarah,Huang,Huang Family Wealth Group,Huang Family Wealth Group,3054 Monroe Ave,Minneapolis,MN,55401
580,MEMBER_CHANGE,Oppenheimer & Co.,oppenheimer,True,Donald,Brown,King Institutional Group,King Institutional Group,1050 Main Way,San Francisco,CA,94101
581,SPLIT_PARENT,Edward Jones,edward_jones,True,Christopher,Roberts,Roberts Investment Group,Roberts Investment Group,8121 Monroe Ave,San Diego,CA,92101
582,MEMBER_CHANGE,Woodbury Financial Services,woodbury,True,Christopher,Young,Turner Asset Management Group,Turner Asset Management Group,6709 Madison Way,Las Vegas,NV,89101
583,MEMBER_CHANGE,Morgan Stanley Wealth Management,morgan_stanley,True,Betty,Rivera,Mitchell Advisory Group,Mitchell Advisory Group,6212 Main Pl,Cleveland,OH,44101
584,RENAME,Edward Jones,edward_jones,True,John,Cruz,Cruz Wealth Advisors,Cruz Wealth Management Group,4176 Lake Pl,Denver,CO,80201
585,RENAME,Raymond James Financial Services,raymond_james,True,Richard,Nguyen,Nguyen & Associates,Nguyen Wealth Advisors,9744 River Blvd,Houston,TX,77001
586,MEMBER_CHANGE,Clearwater Capital Group,clearwater,False,Dorothy,Zhang,Allen Investment Partners,Allen Investment Partners,7569 Adams Court,St. Louis,MO,63101
587,RENAME,Cambridge Investment Research,cambridge_inv,True,Jennifer,Green,Green & Associates,Green Institutional Group,2292 Spring Way,Washington,DC,20001
588,MEMBER_CHANGE,Northgate Investment Partners,northgate,False,Jessica,Young,Taylor Family Office,Taylor Family Office,413 Lake Dr,San Diego,CA,92101
589,SPLIT_PARENT,Edward Jones,edward_jones,True,John,Gomez,Gomez Wealth Advisors,Gomez Wealth Advisors,2868 Cedar Pl,Los Angeles,CA,90001
590,MEMBER_CHANGE,DA Davidson & Co.,da_davidson,True,Paul,Wang,Morgan Wealth Advisors,Morgan Wealth Advisors,896 Broad St,Philadelphia,PA,19101
591,RENAME,Kingsbridge Capital Advisors,kingsbridge,False,John,Brown,Brown Private Wealth,Brown Wealth,6928 Jefferson Ln,San Antonio,TX,78201
592,RENAME,Securities America,securities_america,True,Steven,Baker,Baker & Associates,Baker Family Wealth Group,2608 Park St,Denver,CO,80201
593,MERGE_SURVIVOR,Cetera Financial Group,cetera,True,Richard,Parker,Parker Wealth Advisors,Parker Wealth Advisors,4523 Broad Pkwy,San Diego,CA,92101
594,SPLIT_PARENT,Cetera Financial Group,cetera,True,Richard,Rivera,Rivera Family Wealth Group,Rivera Family Wealth Group,2028 River Ave,Philadelphia,PA,19101
595,MEMBER_CHANGE,Commonwealth Financial Network,commonwealth,True,Charles,Parker,Phillips Advisory Group,Phillips Advisory Group,4408 Market Dr,Washington,DC,20001
596,MEMBER_CHANGE,Harborview Private Wealth,harborview,False,Helen,Collins,Young Capital,Young Capital,745 Central Way,Fort Worth,TX,76101
597,RENAME,Harborview Private Wealth,harborview,False,Patricia,Wright,Wright & Associates,Wright Advisors,144 Main Ave,San Antonio,TX,78201
598,SPLIT_PARENT,Clearwater Capital Group,clearwater,False,Emily,Parker,Parker Capital Partners,Parker Capital Partners,2543 Maple Court,Houston,TX,77001
599,MEMBER_CHANGE,Crestwood Family Office,crestwood,False,Amanda,Gomez,Yang Investment Partners,Yang Investment Partners,3887 Jefferson Rd,Indianapolis,IN,46201
600,MEMBER_CHANGE,Ameriprise Financial Services,ameriprise,True,Patricia,Wright,Miller Investment Group,Miller Investment Group,746 River Pl,Nashville,TN,37201
601,MEMBER_CHANGE,Cetera Financial Group,cetera,True,Steven,Martin,Miller Wealth Management Group,Miller Wealth Management Group,258 Elm Blvd,Oklahoma City,OK,73101
602,MEMBER_CHANGE,Hilliard Lyons,hilliard_lyons,True,Nancy,Scott,Evans Wealth Partners,Evans Wealth Partners,1622 Willow Pl,Austin,TX,78701
603,MEMBER_CHANGE,Wells Fargo Advisors,wells_fargo,True,Margaret,Campbell,Hill Financial Group,Hill Financial Group,4553 Lincoln Way,Baltimore,MD,21201
604,MEMBER_CHANGE,Kingsbridge Capital Advisors,kingsbridge,False,Paul,Diaz,Davis Capital,Davis Capital,1060 Washington Ave,Baltimore,MD,21201
605,RENAME,Parkside Wealth Strategies,parkside,False,Rachel,Baker,Baker & Associates,Baker Wealth Management,7278 Washington Pkwy,Las Vegas,NV,89101
606,MEMBER_CHANGE,Northgate Investment Partners,northgate,False,Ashley,Morris,Evans Partners,Evans Partners,2240 Commerce Way,San Antonio,TX,78201
607,MEMBER_CHANGE,Highfield Asset Management,highfield,False,Paul,Green,Adams Partners,Adams Partners,1137 Hill Pl,New York,NY,10001
