rep_id,rep_crd,broker_id,firm_id,office_id,rep_first_name,rep_last_name,rep_email,rep_phone,designation,specialty,years_experience,aum_approx_usd,alt_inv_certified,active,hire_date
4228,6972425,UBS,0000UBS001,80575,Sarah,Wilson,sarah.wilson@212-713-2000,249-496-5778,"CFP,CFA",Private Equity,14,50000000,Y,Y,2020-03-25
4249,6412444,NPC,0000NPC001,61990,Patricia,Lewis,patricia.lewis@602-224-2000,523-901-5932,"CFP,CIMA",Family Office Services,27,15000000,Y,Y,2017-10-12
4254,5721406,VSR,0000VSR001,75239,David,Smith,david.smith@918-663-1414,581-997-8944,,Family Office Services,7,100000000,Y,Y,2003-04-05
4269,9818990,MS,0000MOR001,39154,Charles,Davis,charles.davis@212-761-4000,744-929-2867,,Private Wealth,9,300000000,Y,Y,2003-03-01
4300,7082891,UBS,0000UBS001,53481,Jessica,Thomas,jessica.thomas@212-713-2000,342-652-9570,,Wealth Management,12,250000000,Y,Y,2000-12-27
4328,3388393,RJ,0000RAJ001,51973,Patricia,Davis,patricia.davis@firm.com,904-432-6036,CPWA,Retirement Planning,7,250000000,Y,Y,2002-07-23
4335,9124448,VSR,0000VSR001,54942,Patricia,Williams,patricia.williams@918-663-1414,975-641-1696,CFA,Private Equity,3,300000000,Y,Y,2021-09-19
4342,1726143,ICAP,0000ICA001,70875,Sarah,Martin,sarah.martin@212-994-7400,267-508-1168,CIMA,Private Equity,6,25000000,Y,Y,2018-04-06
4350,5653591,CNTS,0000CNT001,41797,Barbara,Smith,barbara.smith@800-237-0081,793-556-6770,CPWA,Multi-Asset,5,15000000,Y,Y,2016-10-03
4362,9872441,CETA,0000CET001,26505,Patricia,Robinson,patricia.robinson@800-245-0467,422-932-4138,"CFP,CIMA",Wealth Management,27,5000000,Y,Y,2003-04-17
4394,4105895,NPC,0000NPC001,12052,Jessica,Thomas,jessica.thomas@602-224-2000,650-889-2758,CPWA,Family Office Services,25,150000000,N,Y,2013-04-17
4438,6272748,RJ,0000RAJ001,41056,Jennifer,White,jennifer.white@firm.com,326-677-2807,"CFP,CFA",Wealth Management,6,300000000,N,Y,2011-12-10
4457,9283126,NPC,0000NPC001,37235,Karen,Johnson,karen.johnson@602-224-2000,318-594-5646,,Ultra High Net Worth,5,30000000,N,Y,2007-09-14
4460,8980532,OSAIC,0000OSA001,27197,Mary,White,mary.white@770-980-4400,895-576-3937,CFP,Private Wealth,9,10000000,Y,Y,2012-08-17
4475,7721360,SCHW,0000SCH001,22015,Michael,Brown,michael.brown@415-667-7000,911-804-2666,CPWA,Private Equity,7,50000000,Y,Y,2006-06-07
4490,8125354,CAIS,0000CAI001,56030,Nancy,Jackson,nancy.jackson@212-300-9350,942-711-5563,"CPWA,CFP",Ultra High Net Worth,6,20000000,N,Y,2011-08-22
4505,5679008,FIDO,0000FID001,30028,Nancy,Jackson,nancy.jackson@800-343-3548,350-986-8448,CIMA,Private Equity,18,100000000,Y,Y,2015-08-08
4519,1886716,LPL,0000LPL001,10583,David,Smith,david.smith@858-450-9606,269-710-1438,CPWA,Institutional Sales,6,250000000,Y,Y,2004-05-20
4531,9723295,ICAP,0000ICA001,45804,Nancy,Brown,nancy.brown@212-994-7400,985-704-8635,CFA,Ultra High Net Worth,27,10000000,N,Y,2015-09-09
4570,1296459,ICAP,0000ICA001,10395,Karen,Anderson,karen.anderson@212-994-7400,982-232-8051,CIMA,Institutional Sales,28,100000000,N,Y,2010-07-15
4582,6084244,VSR,0000VSR001,22280,Thomas,Johnson,thomas.johnson@918-663-1414,923-368-9052,,Wealth Management,4,15000000,Y,Y,2012-08-25
4595,8882244,SII,0000SII001,73993,Patricia,Robinson,patricia.robinson@314-342-2000,687-775-3560,"CFP,CFA",Alternative Investments,24,75000000,N,Y,2008-08-19
4608,5772070,MER,0000MER001,87128,Joseph,Lewis,joseph.lewis@212-449-1000,528-262-1461,"CPWA,CFP",Alternative Investments,24,30000000,Y,Y,2011-06-26
4618,6725334,CETA,0000CET001,58174,Christopher,Smith,christopher.smith@800-245-0467,589-299-8014,,Family Office Services,27,200000000,N,Y,2011-01-22
4643,6236161,SCHW,0000SCH001,54979,Jennifer,Davis,jennifer.davis@415-667-7000,806-286-2073,"CFP,CIMA",Private Equity,10,200000000,Y,Y,2005-01-18
4688,8087921,SCHW,0000SCH001,39012,Richard,Johnson,richard.johnson@415-667-7000,781-727-7900,"CFP,CIMA",Alternative Investments,17,200000000,N,Y,2018-01-11
4692,2639564,SCHW,0000SCH001,41584,Joseph,Robinson,joseph.robinson@415-667-7000,700-302-4373,,Private Wealth,15,30000000,Y,Y,2005-10-10
4705,2263679,MER,0000MER001,27393,Barbara,White,barbara.white@212-449-1000,748-419-5708,"CFP,CIMA",Alternative Investments,9,75000000,Y,Y,2018-07-26
4706,2589366,FIDO,0000FID001,44524,Jennifer,Lewis,jennifer.lewis@800-343-3548,806-544-5478,CIMA,Multi-Asset,26,10000000,N,Y,2013-04-12
4814,6031638,VSR,0000VSR001,39579,Michael,Taylor,michael.taylor@918-663-1414,643-879-9846,,Retirement Planning,19,300000000,N,Y,2012-05-20
4817,4029979,VSR,0000VSR001,13133,Charles,Harris,charles.harris@918-663-1414,219-842-9457,CPWA,Private Wealth,24,300000000,Y,Y,2021-12-15
4842,8276689,LPL,0000LPL001,53332,William,Young,william.young@858-450-9606,779-944-1981,"CFP,CFA",Retirement Planning,28,150000000,Y,Y,2014-03-08
4846,6346113,MS,0000MOR001,22739,David,Taylor,david.taylor@212-761-4000,265-849-4335,,Ultra High Net Worth,16,50000000,Y,Y,2020-03-09
4850,2905196,FIDO,0000FID001,62858,Nancy,Davis,nancy.davis@800-343-3548,353-396-1453,CFA,Ultra High Net Worth,15,20000000,N,Y,2015-09-14
4872,5575347,ICAP,0000ICA001,22224,Susan,Johnson,susan.johnson@212-994-7400,339-229-5233,"CFP,CIMA",Multi-Asset,9,15000000,Y,Y,2020-01-24
4886,6266448,RJ,0000RAJ001,23979,Jessica,Smith,jessica.smith@firm.com,816-505-2041,,Family Office Services,4,10000000,Y,Y,2012-12-27
4891,9392777,MS,0000MOR001,57749,David,Davis,david.davis@212-761-4000,323-734-9605,"CFP,CIMA",Private Wealth,6,150000000,Y,Y,2007-10-04
4923,7542286,NPC,0000NPC001,50306,Richard,Anderson,richard.anderson@602-224-2000,966-961-4865,,Retirement Planning,21,250000000,Y,Y,2003-03-07
4971,1938272,SCHW,0000SCH001,85481,William,Harris,william.harris@415-667-7000,702-746-7139,CIMA,Family Office Services,16,25000000,N,Y,2015-11-08
4997,7169641,SCHW,0000SCH001,62383,William,Jones,william.jones@415-667-7000,515-221-1570,CFP,Retirement Planning,14,75000000,Y,Y,2017-07-10
5005,8422287,FIDO,0000FID001,17589,Barbara,Brown,barbara.brown@800-343-3548,597-208-7438,"CFP,CIMA",Ultra High Net Worth,20,20000000,Y,Y,2007-05-07
5026,7816395,CNTS,0000CNT001,14541,Lisa,Harris,lisa.harris@800-237-0081,234-480-2312,,Private Wealth,23,30000000,N,Y,2010-12-14
5059,9494883,OSAIC,0000OSA001,28327,Patricia,Garcia,patricia.garcia@770-980-4400,267-560-7895,"CPWA,CFP",Multi-Asset,25,25000000,Y,Y,2014-12-01
5064,3283248,MER,0000MER001,52415,Sarah,Garcia,sarah.garcia@212-449-1000,203-610-4278,"CFP,CIMA",Family Office Services,23,75000000,Y,Y,2003-03-08
5065,7883963,SII,0000SII001,63964,Charles,Jones,charles.jones@314-342-2000,527-662-8837,CPWA,Ultra High Net Worth,22,200000000,Y,Y,2021-10-27
5073,7954096,LPL,0000LPL001,24322,Richard,Taylor,richard.taylor@858-450-9606,576-386-7447,,Retirement Planning,9,10000000,Y,Y,2000-09-21
5087,4326354,CNTS,0000CNT001,17553,Nancy,Davis,nancy.davis@800-237-0081,468-918-3764,CFP,Institutional Sales,5,75000000,N,Y,2019-05-05
5090,2968815,OSAIC,0000OSA001,27392,Michael,Thomas,michael.thomas@770-980-4400,214-935-9615,,Private Wealth,8,150000000,N,Y,2003-04-23
5092,5831200,UBS,0000UBS001,70637,Robert,Miller,robert.miller@212-713-2000,964-706-7259,CPWA,Institutional Sales,28,25000000,Y,Y,2019-04-27
5102,7853897,CAIS,0000CAI001,52247,Mary,Miller,mary.miller@212-300-9350,349-229-5754,"CFP,CIMA",Retirement Planning,16,15000000,N,Y,2007-06-19
5123,3234807,MS,0000MOR001,57333,Thomas,Williams,thomas.williams@212-761-4000,531-909-7513,CFA,Institutional Sales,3,75000000,N,Y,2019-05-03
5139,6584506,MER,0000MER001,41722,Patricia,Young,patricia.young@212-449-1000,440-682-6804,"CPWA,CFP",Alternative Investments,4,5000000,Y,Y,2008-09-20
5186,7222689,UBS,0000UBS001,27987,Joseph,Taylor,joseph.taylor@212-713-2000,335-772-1673,"CPWA,CFP",Wealth Management,15,200000000,Y,Y,2005-09-16
5190,6323702,LPL,0000LPL001,59177,Richard,Harris,richard.harris@858-450-9606,927-743-8093,CPWA,Ultra High Net Worth,7,10000000,Y,Y,2010-01-05
5201,8215646,RJ,0000RAJ001,95979,Jessica,Wilson,jessica.wilson@firm.com,489-469-5321,"CFP,CFA",Family Office Services,26,30000000,N,Y,2005-06-24
5225,8381800,MER,0000MER001,87994,Jessica,Jones,jessica.jones@212-449-1000,254-393-3435,CFP,Retirement Planning,20,200000000,Y,Y,2001-08-09
5250,9303225,FIDO,0000FID001,48745,Lisa,Harris,lisa.harris@800-343-3548,241-652-6841,"CFP,CFA",Private Wealth,16,10000000,N,Y,2015-02-28
5272,4418084,FIDO,0000FID001,12125,David,Brown,david.brown@800-343-3548,490-384-3757,"CFP,CFA",Ultra High Net Worth,14,10000000,Y,Y,2018-01-17
5295,5129836,OSAIC,0000OSA001,58311,Christopher,Garcia,christopher.garcia@770-980-4400,986-710-2545,,Alternative Investments,16,10000000,Y,Y,2021-11-04
5327,6428072,MER,0000MER001,48800,Joseph,Thomas,joseph.thomas@212-449-1000,357-229-2328,,Private Wealth,21,10000000,N,Y,2020-05-20
5333,8601790,OSAIC,0000OSA001,55082,James,Anderson,james.anderson@770-980-4400,532-949-3118,CFA,Alternative Investments,4,200000000,Y,Y,2010-01-24
5351,2552748,MER,0000MER001,41285,Michael,Young,michael.young@212-449-1000,608-461-3916,CFA,Institutional Sales,22,50000000,Y,Y,2000-04-06
5402,3585950,VSR,0000VSR001,85684,Joseph,Jackson,joseph.jackson@918-663-1414,323-505-9042,,Ultra High Net Worth,12,200000000,Y,Y,2011-11-04
5414,8473283,SII,0000SII001,52056,Barbara,Thompson,barbara.thompson@314-342-2000,597-687-5398,"CPWA,CFP",Institutional Sales,9,75000000,Y,Y,2013-06-20
5451,2559399,ICAP,0000ICA001,40735,Lisa,White,lisa.white@212-994-7400,241-725-6599,,Retirement Planning,23,50000000,Y,Y,2015-09-21
5460,8337608,NPC,0000NPC001,62757,Charles,Williams,charles.williams@602-224-2000,281-689-5921,CPWA,Wealth Management,12,75000000,Y,Y,2007-09-14
5511,2284002,MS,0000MOR001,94245,Mary,Robinson,mary.robinson@212-761-4000,246-725-2763,"CFP,CFA",Institutional Sales,4,100000000,N,Y,2003-08-22
5543,2371865,CNTS,0000CNT001,93579,Christopher,Wilson,christopher.wilson@800-237-0081,987-715-1266,CIMA,Private Wealth,14,25000000,Y,Y,2005-07-02
5593,6267145,ICAP,0000ICA001,50756,Michael,White,michael.white@212-994-7400,801-941-8454,,Ultra High Net Worth,25,25000000,Y,Y,2005-04-06
5612,2783932,UBS,0000UBS001,96585,Michael,Lewis,michael.lewis@212-713-2000,644-747-1293,CFP,Institutional Sales,11,200000000,Y,Y,2000-03-21
5631,9165848,SCHW,0000SCH001,83591,Jessica,Harris,jessica.harris@415-667-7000,510-833-6910,,Ultra High Net Worth,25,50000000,Y,Y,2004-03-01
5636,4157826,MS,0000MOR001,88222,Robert,Brown,robert.brown@212-761-4000,227-414-8882,CPWA,Retirement Planning,3,250000000,N,Y,2020-09-07
5662,3485807,SII,0000SII001,53914,Michael,Taylor,michael.taylor@314-342-2000,685-632-1357,CIMA,Wealth Management,27,75000000,Y,Y,2014-08-16
5670,4377898,CAIS,0000CAI001,21847,James,Harris,james.harris@212-300-9350,501-783-7418,CFP,Family Office Services,21,20000000,Y,Y,2003-11-28
5676,5878387,CETA,0000CET001,52096,Susan,White,susan.white@800-245-0467,237-699-7548,,Multi-Asset,18,250000000,N,Y,2007-12-02
5678,6299086,SCHW,0000SCH001,38124,Charles,Smith,charles.smith@415-667-7000,766-265-5388,,Private Wealth,16,150000000,Y,Y,2015-10-21
5697,1349082,LPL,0000LPL001,80220,Barbara,Harris,barbara.harris@858-450-9606,365-494-4149,,Family Office Services,25,50000000,N,Y,2007-09-08
5703,8859576,CAIS,0000CAI001,58331,Christopher,Anderson,christopher.anderson@212-300-9350,334-500-7395,,Family Office Services,22,250000000,N,Y,2005-10-07
5708,3165880,FIDO,0000FID001,40771,Mary,Williams,mary.williams@800-343-3548,377-404-3561,"CPWA,CFP",Private Wealth,24,75000000,Y,Y,2013-08-10
5712,1304180,ICAP,0000ICA001,70981,Jennifer,Miller,jennifer.miller@212-994-7400,567-467-6849,CPWA,Wealth Management,20,5000000,Y,Y,2002-06-14
5728,4759700,LPL,0000LPL001,82512,Patricia,Lewis,patricia.lewis@858-450-9606,698-464-6575,,Alternative Investments,10,10000000,Y,Y,2004-12-28
5764,1845941,SCHW,0000SCH001,49085,Charles,Lewis,charles.lewis@415-667-7000,648-668-2817,CIMA,Private Equity,24,10000000,Y,Y,2016-02-06
5772,5901010,NPC,0000NPC001,28818,Patricia,Miller,patricia.miller@602-224-2000,925-652-9288,,Private Equity,14,15000000,Y,Y,2020-06-11
5773,7975124,CETA,0000CET001,67469,David,Brown,david.brown@800-245-0467,987-987-1107,CFA,Private Wealth,9,75000000,Y,Y,2009-09-06
5781,7962689,UBS,0000UBS001,75323,Michael,Wilson,michael.wilson@212-713-2000,569-844-5021,CPWA,Multi-Asset,14,250000000,N,Y,2007-03-26
5785,9659648,VSR,0000VSR001,38905,Susan,White,susan.white@918-663-1414,898-570-1487,,Wealth Management,16,75000000,Y,Y,2016-02-03
5813,3756910,OSAIC,0000OSA001,81496,Richard,Anderson,richard.anderson@770-980-4400,644-262-7443,CFP,Wealth Management,15,300000000,Y,Y,2020-12-26
5839,6105693,UBS,0000UBS001,63707,Charles,Taylor,charles.taylor@212-713-2000,938-960-6139,,Alternative Investments,16,50000000,Y,Y,2016-10-05
5889,8417942,LPL,0000LPL001,23947,Joseph,Harris,joseph.harris@858-450-9606,914-553-7627,CFA,Ultra High Net Worth,23,20000000,Y,Y,2001-09-11
5890,5763519,FIDO,0000FID001,46569,Joseph,Jones,joseph.jones@800-343-3548,418-295-9383,"CFP,CFA",Ultra High Net Worth,19,100000000,Y,Y,2020-03-01
5892,5049009,CNTS,0000CNT001,56105,James,Young,james.young@800-237-0081,992-511-7926,"CFP,CFA",Private Equity,21,25000000,Y,Y,2011-05-21
5942,3092954,CETA,0000CET001,13515,Charles,Thomas,charles.thomas@800-245-0467,659-505-1085,,Family Office Services,6,5000000,Y,Y,2018-10-23
5944,6019770,RJ,0000RAJ001,41051,Karen,Lewis,karen.lewis@firm.com,491-882-3293,,Multi-Asset,10,30000000,Y,Y,2003-06-17
6026,8622050,FIDO,0000FID001,59595,Christopher,Miller,christopher.miller@800-343-3548,300-350-7974,,Private Equity,27,30000000,Y,Y,2001-07-05
6040,7195728,NPC,0000NPC001,64596,Jessica,Miller,jessica.miller@602-224-2000,893-738-7598,"CPWA,CFP",Multi-Asset,17,10000000,N,Y,2008-10-16
6053,7994796,MER,0000MER001,79066,Susan,Harris,susan.harris@212-449-1000,366-347-9286,CPWA,Private Wealth,25,75000000,N,Y,2004-12-17
6085,8640887,CETA,0000CET001,98184,Charles,Brown,charles.brown@800-245-0467,684-233-3569,"CFP,CFA",Family Office Services,25,20000000,Y,Y,2019-07-04
6096,1675822,UBS,0000UBS001,31465,Patricia,Thomas,patricia.thomas@212-713-2000,735-356-2929,,Ultra High Net Worth,21,25000000,Y,Y,2009-05-16
6119,8075907,FIDO,0000FID001,88696,James,Jones,james.jones@800-343-3548,249-512-5644,CFA,Wealth Management,7,300000000,N,Y,2000-02-18
6123,9072800,LPL,0000LPL001,98705,Barbara,Williams,barbara.williams@858-450-9606,786-517-8411,,Institutional Sales,4,50000000,N,Y,2019-03-25
6133,8548562,MER,0000MER001,23526,David,Thompson,david.thompson@212-449-1000,883-659-3440,,Private Equity,23,75000000,N,Y,2012-04-13
6134,8433920,ICAP,0000ICA001,93769,Richard,Young,richard.young@212-994-7400,953-484-2450,CPWA,Alternative Investments,4,200000000,Y,Y,2017-11-04
6147,1887084,SII,0000SII001,72784,Karen,Williams,karen.williams@314-342-2000,783-734-4103,,Multi-Asset,9,150000000,Y,Y,2003-11-18
6179,4452834,OSAIC,0000OSA001,92210,Lisa,Smith,lisa.smith@770-980-4400,451-922-8278,CIMA,Multi-Asset,11,300000000,Y,Y,2012-10-02
6183,4028421,MS,0000MOR001,28772,Jessica,Smith,jessica.smith@212-761-4000,624-224-9649,,Institutional Sales,13,50000000,Y,Y,2002-02-04
6188,4064676,RJ,0000RAJ001,61068,Karen,Garcia,karen.garcia@firm.com,461-986-2468,CPWA,Ultra High Net Worth,12,15000000,N,Y,2021-03-02
6194,1981497,VSR,0000VSR001,26426,Nancy,Anderson,nancy.anderson@918-663-1414,505-599-2617,,Wealth Management,8,5000000,N,Y,2010-05-13
6213,4967662,VSR,0000VSR001,15720,Patricia,Johnson,patricia.johnson@918-663-1414,704-720-9264,,Private Equity,9,20000000,Y,Y,2001-06-15
6222,1484969,CETA,0000CET001,78742,Karen,White,karen.white@800-245-0467,617-848-4829,CFP,Ultra High Net Worth,5,75000000,Y,Y,2007-09-21
6253,8482340,CETA,0000CET001,74441,David,Taylor,david.taylor@800-245-0467,285-851-9199,CFA,Wealth Management,21,50000000,Y,Y,2017-03-26
6272,8578973,ICAP,0000ICA001,69682,Jennifer,Young,jennifer.young@212-994-7400,242-201-8612,"CPWA,CFP",Ultra High Net Worth,16,100000000,Y,Y,2000-01-16
6325,7377917,CNTS,0000CNT001,83516,William,Lewis,william.lewis@800-237-0081,559-847-4485,"CPWA,CFP",Multi-Asset,11,200000000,Y,Y,2001-03-24
6327,2505169,CETA,0000CET001,93964,Karen,Robinson,karen.robinson@800-245-0467,604-915-3014,CPWA,Multi-Asset,5,25000000,Y,Y,2013-04-20
6340,5384902,RJ,0000RAJ001,57945,Charles,Anderson,charles.anderson@firm.com,970-924-8417,"CFP,CIMA",Retirement Planning,24,30000000,Y,Y,2010-04-15
6343,3243545,CNTS,0000CNT001,82358,Nancy,Anderson,nancy.anderson@800-237-0081,861-202-8807,CFP,Alternative Investments,3,250000000,Y,Y,2013-09-23
6374,2300622,SCHW,0000SCH001,13280,Jessica,Jackson,jessica.jackson@415-667-7000,751-231-8293,CIMA,Family Office Services,20,10000000,N,Y,2019-06-13
6378,7215633,FIDO,0000FID001,62227,Lisa,Smith,lisa.smith@800-343-3548,397-655-1153,CFA,Alternative Investments,6,75000000,Y,Y,2021-12-12
6403,6086491,ICAP,0000ICA001,31079,Robert,Williams,robert.williams@212-994-7400,935-426-4838,,Family Office Services,22,200000000,Y,Y,2008-08-23
6425,7645223,NPC,0000NPC001,28434,Nancy,Miller,nancy.miller@602-224-2000,313-484-9197,,Wealth Management,3,20000000,Y,Y,2021-12-19
6428,3151617,MER,0000MER001,65112,Nancy,Robinson,nancy.robinson@212-449-1000,963-266-3087,"CFP,CIMA",Retirement Planning,8,10000000,Y,Y,2006-11-01
6484,8615616,LPL,0000LPL001,67700,Karen,Lewis,karen.lewis@858-450-9606,202-637-1849,,Institutional Sales,11,200000000,N,Y,2008-02-22
6499,9678130,MER,0000MER001,99091,Charles,Harris,charles.harris@212-449-1000,977-244-4678,CFP,Ultra High Net Worth,18,30000000,N,Y,2017-08-11
6500,2372525,MER,0000MER001,97821,James,Jackson,james.jackson@212-449-1000,785-225-4696,,Private Equity,9,30000000,Y,Y,2006-03-11
6523,2622794,FIDO,0000FID001,11846,Mary,Williams,mary.williams@800-343-3548,228-691-8077,CFP,Family Office Services,23,200000000,Y,Y,2007-02-16
6553,9718700,CETA,0000CET001,64239,Jennifer,Anderson,jennifer.anderson@800-245-0467,442-274-8184,CIMA,Private Wealth,4,30000000,Y,Y,2002-01-02
6608,3139695,ICAP,0000ICA001,79878,Joseph,Anderson,joseph.anderson@212-994-7400,263-652-1897,"CFP,CIMA",Institutional Sales,25,10000000,Y,Y,2003-11-02
6632,7739123,NPC,0000NPC001,97574,Karen,Johnson,karen.johnson@602-224-2000,298-832-7735,CFA,Alternative Investments,12,50000000,N,Y,2012-08-26
6654,6697818,CAIS,0000CAI001,61712,Susan,Lewis,susan.lewis@212-300-9350,866-891-1425,,Multi-Asset,22,10000000,Y,Y,2018-04-04
6697,2133208,SII,0000SII001,95660,Patricia,Smith,patricia.smith@314-342-2000,807-398-3064,"CFP,CFA",Ultra High Net Worth,22,250000000,Y,Y,2013-08-24
6718,3309764,NPC,0000NPC001,27361,Nancy,Harris,nancy.harris@602-224-2000,245-261-3091,"CFP,CIMA",Institutional Sales,8,20000000,Y,Y,2009-10-18
6727,6752912,MS,0000MOR001,69130,David,Jones,david.jones@212-761-4000,498-577-1132,"CFP,CFA",Wealth Management,18,25000000,Y,Y,2007-09-27
6736,4278387,MER,0000MER001,24184,Karen,Johnson,karen.johnson@212-449-1000,405-855-4297,CIMA,Family Office Services,16,30000000,Y,Y,2021-08-23
6751,6631448,CNTS,0000CNT001,54541,Thomas,Lewis,thomas.lewis@800-237-0081,830-506-7859,,Wealth Management,25,30000000,Y,Y,2014-01-16
6772,4863356,SII,0000SII001,40162,Jennifer,Smith,jennifer.smith@314-342-2000,677-838-4492,CFA,Private Wealth,23,20000000,Y,Y,2012-04-13
6799,2237003,SCHW,0000SCH001,32650,Lisa,Smith,lisa.smith@415-667-7000,566-230-2887,CPWA,Ultra High Net Worth,14,5000000,N,Y,2006-11-19
6820,4318952,SCHW,0000SCH001,58520,Barbara,Johnson,barbara.johnson@415-667-7000,490-378-4587,"CFP,CIMA",Wealth Management,3,20000000,Y,Y,2017-04-06
6848,2697690,SII,0000SII001,47501,Robert,Smith,robert.smith@314-342-2000,221-893-3248,,Private Equity,8,25000000,Y,Y,2006-05-15
6876,3874940,ICAP,0000ICA001,81364,Jennifer,Thomas,jennifer.thomas@212-994-7400,739-838-8106,CIMA,Private Equity,28,30000000,Y,Y,2004-04-07
6883,6334342,SCHW,0000SCH001,60134,Karen,Jackson,karen.jackson@415-667-7000,813-639-5006,CFP,Retirement Planning,25,30000000,Y,Y,2004-06-08
6886,9203901,CNTS,0000CNT001,95029,Sarah,Wilson,sarah.wilson@800-237-0081,414-944-2333,,Private Equity,7,100000000,Y,Y,2016-07-25
6905,8789112,SCHW,0000SCH001,22234,Charles,Thomas,charles.thomas@415-667-7000,383-529-7125,"CFP,CFA",Private Wealth,18,100000000,N,Y,2015-05-19
6916,4476232,MER,0000MER001,11581,Joseph,Robinson,joseph.robinson@212-449-1000,424-407-8406,CFA,Institutional Sales,23,5000000,Y,Y,2009-07-13
6925,2422018,VSR,0000VSR001,92397,Christopher,Garcia,christopher.garcia@918-663-1414,337-969-2376,"CFP,CIMA",Private Wealth,14,25000000,Y,Y,2007-10-02
6992,8148811,MER,0000MER001,83048,Thomas,Thompson,thomas.thompson@212-449-1000,661-678-8086,,Family Office Services,22,30000000,N,Y,2010-05-13
7012,5456445,ICAP,0000ICA001,79397,James,Garcia,james.garcia@212-994-7400,860-277-6883,CIMA,Ultra High Net Worth,17,20000000,Y,Y,2008-04-04
7044,4360587,CNTS,0000CNT001,11044,Patricia,Williams,patricia.williams@800-237-0081,541-401-6394,"CFP,CIMA",Ultra High Net Worth,14,5000000,Y,Y,2006-12-20
7046,6024342,OSAIC,0000OSA001,50135,David,Young,david.young@770-980-4400,488-554-7616,,Alternative Investments,11,5000000,N,Y,2020-09-25
7062,4521118,VSR,0000VSR001,30631,David,Jackson,david.jackson@918-663-1414,685-439-9451,"CPWA,CFP",Multi-Asset,10,20000000,N,Y,2014-06-26
7070,8007639,CETA,0000CET001,14288,Michael,Anderson,michael.anderson@800-245-0467,414-649-8372,"CFP,CFA",Alternative Investments,9,50000000,Y,Y,2004-10-28
7078,9385256,ICAP,0000ICA001,34232,David,Taylor,david.taylor@212-994-7400,874-563-6567,CFA,Institutional Sales,26,5000000,N,Y,2021-07-25
7079,1389899,SCHW,0000SCH001,68954,Karen,Taylor,karen.taylor@415-667-7000,781-232-3279,CPWA,Family Office Services,13,150000000,N,Y,2012-04-13
7108,8965447,FIDO,0000FID001,84912,Michael,Young,michael.young@800-343-3548,311-536-8397,"CFP,CIMA",Private Equity,15,20000000,Y,Y,2003-11-18
7112,9197571,UBS,0000UBS001,20357,Lisa,Johnson,lisa.johnson@212-713-2000,227-391-4260,CIMA,Institutional Sales,25,150000000,Y,Y,2006-04-10
7141,7184958,RJ,0000RAJ001,56984,Charles,Williams,charles.williams@firm.com,730-211-3815,,Institutional Sales,17,5000000,N,Y,2005-02-05
7142,2153651,SCHW,0000SCH001,20696,Karen,White,karen.white@415-667-7000,598-411-3128,CFA,Ultra High Net Worth,18,250000000,N,Y,2021-08-06
7150,4405319,LPL,0000LPL001,82487,Nancy,Robinson,nancy.robinson@858-450-9606,714-933-8519,"CFP,CIMA",Retirement Planning,12,150000000,Y,Y,2004-08-03
7172,9822408,CNTS,0000CNT001,88282,Joseph,Lewis,joseph.lewis@800-237-0081,536-782-9043,,Private Wealth,28,20000000,Y,Y,2002-05-21
7209,5990361,SCHW,0000SCH001,31579,Thomas,Thomas,thomas.thomas@415-667-7000,600-827-3869,,Retirement Planning,25,250000000,Y,Y,2019-12-14
7223,2602797,CNTS,0000CNT001,40149,Thomas,Jackson,thomas.jackson@800-237-0081,602-915-1715,CFA,Wealth Management,24,15000000,Y,Y,2020-09-10
7229,3033912,FIDO,0000FID001,26932,Michael,Miller,michael.miller@800-343-3548,577-278-2723,"CFP,CFA",Family Office Services,18,50000000,N,Y,2014-03-09
7266,1448251,RJ,0000RAJ001,59081,Robert,Thompson,robert.thompson@firm.com,274-854-8567,,Family Office Services,4,75000000,N,Y,2006-07-02
7275,3289764,RJ,0000RAJ001,46670,James,Wilson,james.wilson@firm.com,534-886-8606,,Private Wealth,6,250000000,Y,Y,2002-09-22
7311,5683223,SCHW,0000SCH001,25157,Jennifer,Harris,jennifer.harris@415-667-7000,365-374-1295,"CPWA,CFP",Private Equity,7,75000000,Y,Y,2009-02-18
7338,1188082,FIDO,0000FID001,93318,Joseph,Garcia,joseph.garcia@800-343-3548,893-479-3514,,Family Office Services,5,200000000,Y,Y,2006-12-02
7363,1801213,CAIS,0000CAI001,52153,Karen,Miller,karen.miller@212-300-9350,850-735-2684,,Ultra High Net Worth,17,250000000,N,Y,2001-10-01
7375,5189267,MS,0000MOR001,84277,Sarah,Jackson,sarah.jackson@212-761-4000,583-444-4276,CIMA,Alternative Investments,27,20000000,N,Y,2000-01-11
7438,3816607,MS,0000MOR001,31299,Robert,Williams,robert.williams@212-761-4000,941-371-1721,,Multi-Asset,10,10000000,Y,Y,2010-06-18
7484,7628072,SII,0000SII001,20308,Robert,Lewis,robert.lewis@314-342-2000,638-323-4807,CFA,Private Equity,9,100000000,Y,Y,2010-03-01
7492,4569653,SII,0000SII001,56627,Joseph,Anderson,joseph.anderson@314-342-2000,669-425-2081,"CFP,CIMA",Family Office Services,3,50000000,Y,Y,2002-04-14
7499,9995633,FIDO,0000FID001,54642,Mary,Lewis,mary.lewis@800-343-3548,782-375-5127,CIMA,Family Office Services,18,10000000,N,Y,2021-12-05
