account_id,account_number,account_type,social_code,broker_id,firm_id,office_id,rep_id,platform_code,nscc_or_direct,preferred_fund_id,preferred_share_class,drip_election,existing_balance_shares,existing_balance_nav
ACCT00199,00098669093,IRA,703,UBS,0000UBS001,18232,2816,UBSW,NSCC,AMCECF,A,Y,11998.1312,130179.72
ACCT00200,00095059048,TRUST,705,NPC,0000NPC001,28818,5772,NATL,NSCC,AMCECF,W,Y,25817.2489,280117.15
ACCT00201,00094142605,TRUST,705,LPL,0000LPL001,97080,2402,LPLF,NSCC,AMCPCI,A,N,28576.1194,292333.7
ACCT00202,00091730386,INDIVIDUAL,701,FIDO,0000FID001,93318,7338,FMCO,NSCC,AMCECF,I,Y,43679.2388,473919.74
ACCT00203,00096784825,CORPORATE,798,RJ,0000RAJ001,41604,2698,RJFS,NSCC,AMCECF,A,N,39447.1488,428001.56
ACCT00204,00096679880,PENSION,798,VSR,0000VSR001,94252,3868,VSRF,NSCC,AMCPCI,A,N,2312.3508,23655.35
ACCT00205,00093262450,CORPORATE,798,ICAP,0000ICA001,18270,8498,ICAP,DIRECT,AMCMSA,W,Y,9195.6721,107313.49
ACCT00206,00096294819,JOINT,702,RJ,0000RAJ001,50642,9444,RJFS,NSCC,AMCECF,A,Y,44300.9402,480665.2
ACCT00207,00094206183,TRUST,705,SII,0000SII001,47501,6848,SIII,NSCC,AMCMSA,A,Y,1927.3765,22492.48
ACCT00208,00097174337,CORPORATE,798,SII,0000SII001,67272,7553,SIII,NSCC,AMCPCI,A,N,6311.3029,64564.63
ACCT00209,00099347057,ROTH_IRA,704,ICAP,0000ICA001,58148,9507,ICAP,DIRECT,AMCPCI,A,Y,24860.541,254323.33
ACCT00210,00094027557,INDIVIDUAL,701,OSAIC,0000OSA001,81496,5813,OSAI,NSCC,AMCMSA,A,Y,21587.2969,251923.75
ACCT00211,00098481225,INDIVIDUAL,701,MER,0000MER001,88986,7981,MLCO,NSCC,AMCPCI,W,Y,14852.4335,151940.39
ACCT00212,00096914963,ROTH_IRA,704,VSR,0000VSR001,90589,8126,VSRF,NSCC,AMCPCI,I,Y,2213.5226,22644.34
ACCT00213,00097815076,PENSION,798,CETA,0000CET001,57619,9406,CETA,NSCC,AMCECF,A,N,33592.0761,364474.03
ACCT00214,00098351320,JOINT,702,CETA,0000CET001,14561,3068,CETA,NSCC,AMCECF,A,Y,42448.5986,460567.29
ACCT00215,00091543335,PENSION,798,UBS,0000UBS001,89310,3513,UBSW,NSCC,AMCPCI,A,N,19204.4346,196461.37
ACCT00216,00093310140,IRA,703,ICAP,0000ICA001,79397,7012,ICAP,DIRECT,AMCPCI,I,Y,38177.9151,390560.07
ACCT00217,00091434753,CORPORATE,798,FIDO,0000FID001,34385,9176,FMCO,NSCC,AMCPCI,A,N,48029.9506,491346.39
ACCT00218,00098487220,TRUST,705,SCHW,0000SCH001,38124,5678,SCHW,NSCC,AMCECF,A,N,38770.7277,420662.4
ACCT00219,00092242387,ROTH_IRA,704,CNTS,0000CNT001,69250,3828,CNTS,NSCC,AMCRAI,A,N,6872.848,85360.77
ACCT00220,00092089496,INDIVIDUAL,701,ICAP,0000ICA001,82089,9882,ICAP,DIRECT,AMCPCI,W,Y,17436.5222,178375.62
ACCT00221,00093920762,IRA,703,CNTS,0000CNT001,57381,9335,CNTS,NSCC,AMCRAI,W,Y,35507.2332,440999.84
ACCT00222,00091440972,JOINT,702,MER,0000MER001,57303,7044,MLCO,NSCC,AMCRAI,A,Y,39539.6157,491082.03
ACCT00223,00092103070,TRUST,705,OSAIC,0000OSA001,50539,7523,OSAI,NSCC,AMCRAI,I,N,44223.8977,549260.81
ACCT00224,00092237331,ROTH_IRA,704,VSR,0000VSR001,26426,6194,VSRF,NSCC,AMCMSA,I,N,41184.636,480624.7
ACCT00225,00093153097,ROTH_IRA,704,MER,0000MER001,82260,3981,MLCO,NSCC,AMCMSA,W,Y,25916.2646,302442.81
ACCT00226,00096102363,TRUST,705,SCHW,0000SCH001,31581,3653,SCHW,NSCC,AMCECF,A,Y,25953.2964,281593.27
ACCT00227,00099705660,CORPORATE,798,CNTS,0000CNT001,47230,2292,CNTS,NSCC,AMCRAI,A,Y,47379.4085,588452.25
ACCT00228,00099950276,CORPORATE,798,UBS,0000UBS001,22245,9234,UBSW,NSCC,AMCPCI,A,N,31288.6158,320082.54
ACCT00229,00096664316,TRUST,705,MS,0000MOR001,83874,1674,MSSB,NSCC,AMCRAI,A,Y,32970.7704,409496.97
ACCT00230,00097989166,INDIVIDUAL,701,MER,0000MER001,91016,1496,MLCO,NSCC,AMCPCI,W,Y,10619.3381,108635.83
ACCT00231,00099102469,CORPORATE,798,CNTS,0000CNT001,42096,7653,CNTS,NSCC,AMCPCI,W,Y,47836.8435,489370.91
ACCT00232,00099124385,INDIVIDUAL,701,ICAP,0000ICA001,70875,4342,ICAP,DIRECT,AMCECF,A,Y,22036.3144,239094.01
ACCT00233,00096794356,JOINT,702,NPC,0000NPC001,62260,3142,NATL,NSCC,AMCPCI,W,Y,16033.888,164026.67
ACCT00234,00093055576,TRUST,705,CAIS,0000CAI001,45058,8366,CAIS,DIRECT,AMCECF,A,Y,12162.7193,131965.5
ACCT00235,00098015136,INDIVIDUAL,701,MS,0000MOR001,42541,3616,MSSB,NSCC,AMCECF,A,Y,47274.7061,512930.56
ACCT00236,00099359508,TRUST,705,CNTS,0000CNT001,77466,8648,CNTS,NSCC,AMCPCI,A,Y,38179.7566,390578.91
ACCT00237,00097597509,IRA,703,CNTS,0000CNT001,76249,8491,CNTS,NSCC,AMCMSA,A,Y,4593.4498,53605.56
ACCT00238,00099302946,TRUST,705,UBS,0000UBS001,88317,8710,UBSW,NSCC,AMCPCI,A,Y,2621.9662,26822.71
ACCT00239,00095437118,INDIVIDUAL,701,CAIS,0000CAI001,57943,7606,CAIS,DIRECT,AMCECF,I,Y,6783.3537,73599.39
ACCT00240,00097082139,ROTH_IRA,704,LPL,0000LPL001,82512,5728,LPLF,NSCC,AMCECF,I,Y,28134.6616,305261.08
ACCT00241,00092993318,TRUST,705,SCHW,0000SCH001,26864,2584,SCHW,NSCC,AMCMSA,I,Y,14058.0618,164057.58
ACCT00242,00093420404,PENSION,798,FIDO,0000FID001,36090,9341,FMCO,NSCC,AMCPCI,I,Y,46953.5335,480334.65
ACCT00243,00096587495,INDIVIDUAL,701,CAIS,0000CAI001,72094,9508,CAIS,DIRECT,AMCECF,A,Y,6938.115,75278.55
ACCT00244,00096344047,TRUST,705,MS,0000MOR001,31299,7438,MSSB,NSCC,AMCRAI,A,N,46575.2999,578465.22
ACCT00245,00099551583,PENSION,798,VSR,0000VSR001,79774,9025,VSRF,NSCC,AMCPCI,I,N,16885.0353,172733.91
ACCT00246,00092838859,IRA,703,NPC,0000NPC001,64596,6040,NATL,NSCC,AMCMSA,A,N,18481.0547,215673.91
ACCT00247,00094817541,CORPORATE,798,SII,0000SII001,16731,8871,SIII,NSCC,AMCECF,I,Y,23782.0517,258035.26
ACCT00248,00095063384,CORPORATE,798,CAIS,0000CAI001,14138,2800,CAIS,DIRECT,AMCMSA,A,Y,41100.8984,479647.48
ACCT00249,00094420734,ROTH_IRA,704,LPL,0000LPL001,63788,9221,LPLF,NSCC,AMCPCI,I,N,7656.4198,78325.17
ACCT00250,00094478616,ROTH_IRA,704,CNTS,0000CNT001,83516,6325,CNTS,NSCC,AMCECF,W,N,6990.316,75844.93
ACCT00251,00098711874,TRUST,705,ICAP,0000ICA001,79878,6608,ICAP,DIRECT,AMCMSA,A,N,47838.6061,558276.53
ACCT00252,00095135904,CORPORATE,798,FIDO,0000FID001,46569,5890,FMCO,NSCC,AMCPCI,I,Y,24260.5871,248185.81
ACCT00253,00099204110,PENSION,798,RJ,0000RAJ001,51555,8861,RJFS,NSCC,AMCPCI,W,Y,10443.162,106833.55
ACCT00254,00097370211,PENSION,798,CAIS,0000CAI001,61712,6654,CAIS,DIRECT,AMCPCI,A,Y,6181.5179,63236.93
ACCT00255,00098421839,INDIVIDUAL,701,RJ,0000RAJ001,95979,5201,RJFS,NSCC,AMCPCI,W,N,4043.5689,41365.71
ACCT00256,00095557052,JOINT,702,ICAP,0000ICA001,27992,2789,ICAP,DIRECT,AMCRAI,I,N,13629.5228,169278.67
ACCT00257,00099909397,TRUST,705,VSR,0000VSR001,39579,4814,VSRF,NSCC,AMCRAI,A,Y,2633.195,32704.28
ACCT00258,00093306314,ROTH_IRA,704,MER,0000MER001,10679,3587,MLCO,NSCC,AMCPCI,W,Y,23672.955,242174.33
ACCT00259,00095819172,ROTH_IRA,704,CETA,0000CET001,52096,5676,CETA,NSCC,AMCMSA,W,N,10052.8531,117316.8
ACCT00260,00099978365,PENSION,798,LPL,0000LPL001,14888,3868,LPLF,NSCC,AMCECF,W,Y,28749.2543,311929.41
ACCT00261,00097660463,PENSION,798,CNTS,0000CNT001,74930,4052,CNTS,NSCC,AMCRAI,A,N,49858.873,619247.2
ACCT00262,00092800206,IRA,703,SII,0000SII001,53914,5662,SIII,NSCC,AMCECF,A,Y,14989.7713,162639.02
ACCT00263,00098852085,TRUST,705,CETA,0000CET001,45761,4159,CETA,NSCC,AMCMSA,A,Y,42567.881,496767.17
ACCT00264,00094123902,JOINT,702,FIDO,0000FID001,11846,6523,FMCO,NSCC,AMCMSA,W,Y,12937.5175,150980.83
ACCT00265,00097802999,CORPORATE,798,NPC,0000NPC001,66059,9442,NATL,NSCC,AMCRAI,A,Y,30586.6295,379885.94
ACCT00266,00099010350,ROTH_IRA,704,MER,0000MER001,52415,5064,MLCO,NSCC,AMCECF,A,Y,49086.0911,532584.09
ACCT00267,00096530194,ROTH_IRA,704,RJ,0000RAJ001,49576,1187,RJFS,NSCC,AMCRAI,I,Y,37712.4569,468388.71
ACCT00268,00098808032,IRA,703,CETA,0000CET001,50213,3616,CETA,NSCC,AMCRAI,A,Y,33422.5271,415107.79
ACCT00269,00095949909,TRUST,705,CETA,0000CET001,58174,4618,CETA,NSCC,AMCPCI,W,Y,5959.0457,60961.04
ACCT00270,00097268384,ROTH_IRA,704,MS,0000MOR001,64505,9998,MSSB,NSCC,AMCRAI,I,Y,37411.9684,464656.65
ACCT00271,00092373555,TRUST,705,OSAIC,0000OSA001,78879,8319,OSAI,NSCC,AMCRAI,A,N,34049.0618,422889.35
ACCT00272,00099480665,IRA,703,VSR,0000VSR001,36497,9792,VSRF,NSCC,AMCECF,I,Y,5699.2187,61836.52
ACCT00273,00099201172,IRA,703,MS,0000MOR001,21919,9361,MSSB,NSCC,AMCMSA,A,Y,34046.7324,397325.37
ACCT00274,00098663806,INDIVIDUAL,701,OSAIC,0000OSA001,83912,1945,OSAI,NSCC,AMCMSA,A,N,25711.0674,300048.16
ACCT00275,00095269083,CORPORATE,798,ICAP,0000ICA001,10395,4570,ICAP,DIRECT,AMCPCI,W,N,1186.3458,12136.32
ACCT00276,00092010921,INDIVIDUAL,701,MER,0000MER001,19046,8734,MLCO,NSCC,AMCMSA,A,Y,35049.2054,409024.23
ACCT00277,00098052503,ROTH_IRA,704,RJ,0000RAJ001,59081,7266,RJFS,NSCC,AMCRAI,A,Y,38314.8014,475869.83
ACCT00278,00093231198,ROTH_IRA,704,SII,0000SII001,95660,6697,SIII,NSCC,AMCMSA,A,Y,34168.2447,398743.42
ACCT00279,00094736121,TRUST,705,MS,0000MOR001,10455,1372,MSSB,NSCC,AMCMSA,I,Y,6454.6197,75325.41
ACCT00280,00094853123,CORPORATE,798,ICAP,0000ICA001,42441,8546,ICAP,DIRECT,AMCMSA,I,Y,19025.8958,222032.2
ACCT00281,00091540516,IRA,703,MS,0000MOR001,96533,7868,MSSB,NSCC,AMCRAI,W,N,38297.9475,475660.51
ACCT00282,00091563316,INDIVIDUAL,701,OSAIC,0000OSA001,68515,1797,OSAI,NSCC,AMCRAI,A,Y,3457.8161,42946.08
ACCT00283,00094645172,INDIVIDUAL,701,VSR,0000VSR001,17398,3295,VSRF,NSCC,AMCMSA,I,N,11793.53,137630.5
ACCT00284,00096379867,JOINT,702,RJ,0000RAJ001,41051,5944,RJFS,NSCC,AMCPCI,I,Y,29936.0919,306246.22
ACCT00285,00092022699,TRUST,705,CETA,0000CET001,82970,3869,CETA,NSCC,AMCRAI,I,N,15094.9976,187479.87
ACCT00286,00097394713,ROTH_IRA,704,CETA,0000CET001,78742,6222,CETA,NSCC,AMCMSA,A,N,48617.2827,567363.69
ACCT00287,00098944327,ROTH_IRA,704,SCHW,0000SCH001,41584,4692,SCHW,NSCC,AMCRAI,A,Y,18885.3634,234556.21
ACCT00288,00097923579,CORPORATE,798,SII,0000SII001,64592,9683,SIII,NSCC,AMCRAI,I,Y,45745.5846,568160.16
ACCT00289,00092326581,JOINT,702,SCHW,0000SCH001,68954,7079,SCHW,NSCC,AMCPCI,A,Y,16580.1234,169614.66
ACCT00290,00091663497,CORPORATE,798,CAIS,0000CAI001,19539,4082,CAIS,DIRECT,AMCRAI,A,N,13496.2332,167623.22
ACCT00291,00096586214,CORPORATE,798,VSR,0000VSR001,49739,1251,VSRF,NSCC,AMCRAI,I,Y,10523.5655,130702.68
ACCT00292,00099034958,JOINT,702,CNTS,0000CNT001,41797,4350,CNTS,NSCC,AMCECF,W,Y,49978.6432,542268.28
ACCT00293,00099953163,JOINT,702,CNTS,0000CNT001,95029,6886,CNTS,NSCC,AMCPCI,A,Y,19095.021,195342.06
ACCT00294,00098876742,IRA,703,RJ,0000RAJ001,51973,4328,RJFS,NSCC,AMCMSA,I,Y,5020.5508,58589.83
ACCT00295,00093448176,ROTH_IRA,704,FIDO,0000FID001,12125,5272,FMCO,NSCC,AMCECF,I,N,43217.8336,468913.49
ACCT00296,00096534221,TRUST,705,CNTS,0000CNT001,40149,7223,CNTS,NSCC,AMCMSA,A,N,7705.3294,89921.19
ACCT00297,00096663388,JOINT,702,SII,0000SII001,43728,9005,SIII,NSCC,AMCMSA,I,N,32764.9375,382366.82
ACCT00298,00096908535,CORPORATE,798,CETA,0000CET001,32185,3293,CETA,NSCC,AMCMSA,I,N,8494.8589,99135.0
ACCT00299,00091985360,ROTH_IRA,704,CAIS,0000CAI001,78674,1554,CAIS,DIRECT,AMCRAI,I,Y,49517.1447,615002.94
ACCT00300,00094882808,CORPORATE,798,SII,0000SII001,18908,3474,SIII,NSCC,AMCECF,A,Y,20678.3719,224360.34
ACCT00301,00099106820,TRUST,705,UBS,0000UBS001,96413,8993,UBSW,NSCC,AMCMSA,A,Y,3116.4609,36369.1
ACCT00302,00095609384,TRUST,705,LPL,0000LPL001,80220,5697,LPLF,NSCC,AMCMSA,A,Y,934.6348,10907.19
ACCT00303,00092615878,PENSION,798,CAIS,0000CAI001,78732,3439,CAIS,DIRECT,AMCMSA,A,Y,5440.1198,63486.2
ACCT00304,00097658817,TRUST,705,UBS,0000UBS001,20357,7112,UBSW,NSCC,AMCPCI,A,Y,13439.5044,137486.13
ACCT00305,00092352527,TRUST,705,ICAP,0000ICA001,95686,1519,ICAP,DIRECT,AMCRAI,W,Y,11370.2769,141218.84
ACCT00306,00091158547,ROTH_IRA,704,SCHW,0000SCH001,32463,2354,SCHW,NSCC,AMCMSA,I,Y,23852.6545,278360.48
ACCT00307,00092599906,ROTH_IRA,704,SII,0000SII001,79226,1697,SIII,NSCC,AMCPCI,I,Y,48868.7282,499927.09
ACCT00308,00092247353,PENSION,798,UBS,0000UBS001,99709,5593,UBSW,NSCC,AMCMSA,A,N,2423.4423,28281.57
ACCT00309,00096276177,CORPORATE,798,NPC,0000NPC001,12052,4394,NATL,NSCC,AMCECF,A,N,46445.4414,503933.04
ACCT00310,00095034453,PENSION,798,MS,0000MOR001,84277,7375,MSSB,NSCC,AMCMSA,A,N,15033.9168,175445.81
ACCT00311,00093347981,TRUST,705,CNTS,0000CNT001,20279,9204,CNTS,NSCC,AMCPCI,I,N,37804.9023,386744.15
ACCT00312,00092275374,INDIVIDUAL,701,FIDO,0000FID001,54642,7499,FMCO,NSCC,AMCECF,I,Y,11683.9858,126771.25
ACCT00313,00096969521,CORPORATE,798,LPL,0000LPL001,82487,7150,LPLF,NSCC,AMCPCI,I,Y,24581.1125,251464.78
ACCT00314,00095955645,CORPORATE,798,MS,0000MOR001,42302,2204,MSSB,NSCC,AMCMSA,A,Y,38631.1535,450825.56
ACCT00315,00093588336,JOINT,702,RJ,0000RAJ001,61068,6188,RJFS,NSCC,AMCMSA,W,Y,39216.1251,457652.18
ACCT00316,00095525929,INDIVIDUAL,701,MER,0000MER001,23399,3170,MLCO,NSCC,AMCECF,A,Y,22292.3197,241871.67
ACCT00317,00097845845,ROTH_IRA,704,MS,0000MOR001,23538,1430,MSSB,NSCC,AMCMSA,I,Y,27781.526,324210.41
ACCT00318,00096443037,TRUST,705,FIDO,0000FID001,60493,1202,FMCO,NSCC,AMCECF,I,Y,29942.3855,324874.88
ACCT00319,00095072543,ROTH_IRA,704,SCHW,0000SCH001,84967,9537,SCHW,NSCC,AMCECF,W,Y,45066.6886,488973.57
ACCT00320,00095503118,ROTH_IRA,704,CETA,0000CET001,74634,3390,CETA,NSCC,AMCRAI,A,Y,13519.0563,167906.68
ACCT00321,00092290526,ROTH_IRA,704,MS,0000MOR001,57333,5123,MSSB,NSCC,AMCPCI,I,Y,15057.6375,154039.63
ACCT00322,00098681643,CORPORATE,798,VSR,0000VSR001,24021,3219,VSRF,NSCC,AMCMSA,I,Y,30871.7727,360273.59
ACCT00323,00096528792,ROTH_IRA,704,LPL,0000LPL001,67700,6484,LPLF,NSCC,AMCPCI,I,Y,19056.5088,194948.09
ACCT00324,00094369728,PENSION,798,SII,0000SII001,72784,6147,SIII,NSCC,AMCRAI,A,Y,16101.1913,199976.8
ACCT00325,00099237735,IRA,703,SCHW,0000SCH001,85481,4971,SCHW,NSCC,AMCPCI,W,Y,34778.3926,355782.96
ACCT00326,00094352088,IRA,703,SCHW,0000SCH001,87624,9939,SCHW,NSCC,AMCMSA,A,Y,5783.0024,67487.64
ACCT00327,00094517316,PENSION,798,CETA,0000CET001,67469,5773,CETA,NSCC,AMCECF,W,N,23134.9489,251014.2
ACCT00328,00096080688,PENSION,798,MER,0000MER001,41722,5139,MLCO,NSCC,AMCMSA,W,N,25015.2304,291927.74
ACCT00329,00099040224,CORPORATE,798,MS,0000MOR001,86315,7566,MSSB,NSCC,AMCMSA,I,N,3790.8603,44239.34
ACCT00330,00097031903,PENSION,798,CAIS,0000CAI001,80373,2392,CAIS,DIRECT,AMCMSA,I,Y,1934.5817,22576.57
ACCT00331,00091743175,JOINT,702,OSAIC,0000OSA001,83822,7547,OSAI,NSCC,AMCPCI,A,Y,32385.2924,331301.54
ACCT00332,00094724560,ROTH_IRA,704,OSAIC,0000OSA001,76935,9499,OSAI,NSCC,AMCECF,A,N,5020.4673,54472.07
ACCT00333,00098768911,CORPORATE,798,NPC,0000NPC001,99070,9199,NATL,NSCC,AMCRAI,I,Y,18768.5664,233105.59
ACCT00334,00092440404,INDIVIDUAL,701,FIDO,0000FID001,25213,3321,FMCO,NSCC,AMCMSA,A,Y,14842.0678,173206.93
ACCT00335,00096843509,IRA,703,RJ,0000RAJ001,72411,2599,RJFS,NSCC,AMCMSA,A,Y,26103.63,304629.36
ACCT00336,00091749657,CORPORATE,798,VSR,0000VSR001,25084,1370,VSRF,NSCC,AMCMSA,A,Y,3451.9996,40284.84
ACCT00337,00093926839,INDIVIDUAL,701,CETA,0000CET001,82339,3623,CETA,NSCC,AMCRAI,W,Y,12271.256,152409.0
ACCT00338,00094094587,ROTH_IRA,704,CAIS,0000CAI001,34430,8080,CAIS,DIRECT,AMCMSA,A,Y,39908.0138,465726.52
ACCT00339,00097523581,CORPORATE,798,LPL,0000LPL001,10583,4519,LPLF,NSCC,AMCRAI,I,Y,29650.9376,368264.64
ACCT00340,00094136665,PENSION,798,RJ,0000RAJ001,57945,6340,RJFS,NSCC,AMCECF,I,Y,5177.4272,56175.09
ACCT00341,00099853588,INDIVIDUAL,701,ICAP,0000ICA001,93769,6134,ICAP,DIRECT,AMCPCI,W,N,43145.5637,441379.12
ACCT00342,00096905327,TRUST,705,SCHW,0000SCH001,70012,3826,SCHW,NSCC,AMCMSA,I,N,5800.1805,67688.11
ACCT00343,00093247270,PENSION,798,VSR,0000VSR001,51049,2931,VSRF,NSCC,AMCPCI,I,Y,29549.4014,302290.38
ACCT00344,00099570219,INDIVIDUAL,701,RJ,0000RAJ001,60916,7852,RJFS,NSCC,AMCRAI,A,N,34702.4834,431004.84
ACCT00345,00093906397,TRUST,705,MS,0000MOR001,82733,3733,MSSB,NSCC,AMCMSA,I,Y,9369.1096,109337.51
ACCT00346,00091899447,JOINT,702,RJ,0000RAJ001,57059,1157,RJFS,NSCC,AMCRAI,A,Y,42115.0622,523069.07
ACCT00347,00099304216,JOINT,702,MS,0000MOR001,63626,9056,MSSB,NSCC,AMCMSA,I,Y,25321.3572,295500.24
ACCT00348,00091517756,PENSION,798,VSR,0000VSR001,38905,5785,VSRF,NSCC,AMCMSA,I,Y,8445.949,98564.22
ACCT00349,00099309978,JOINT,702,RJ,0000RAJ001,82053,9369,RJFS,NSCC,AMCPCI,A,Y,39058.9359,399572.91
ACCT00350,00097154919,INDIVIDUAL,701,NPC,0000NPC001,81046,1681,NATL,NSCC,AMCPCI,I,N,41181.8121,421289.94
ACCT00351,00095152891,TRUST,705,ICAP,0000ICA001,49021,1528,ICAP,DIRECT,AMCRAI,I,Y,5210.5803,64715.41
ACCT00352,00092969410,IRA,703,RJ,0000RAJ001,41056,4438,RJFS,NSCC,AMCECF,I,N,43277.9945,469566.24
ACCT00353,00098183451,CORPORATE,798,NPC,0000NPC001,31755,3281,NATL,NSCC,AMCPCI,W,Y,30552.064,312547.61
ACCT00354,00095715824,JOINT,702,SII,0000SII001,88231,9827,SIII,NSCC,AMCECF,I,Y,17605.6924,191021.76
ACCT00355,00099630451,CORPORATE,798,FIDO,0000FID001,99037,2560,FMCO,NSCC,AMCPCI,A,Y,28679.5054,293391.34
ACCT00356,00093128830,PENSION,798,OSAIC,0000OSA001,27392,5090,OSAI,NSCC,AMCMSA,A,Y,49625.0627,579124.48
ACCT00357,00093385244,IRA,703,VSR,0000VSR001,85684,5402,VSRF,NSCC,AMCRAI,W,N,19695.7674,244621.43
ACCT00358,00092561871,ROTH_IRA,704,SCHW,0000SCH001,62802,9447,SCHW,NSCC,AMCMSA,A,N,31718.0254,370149.36
ACCT00359,00096491002,CORPORATE,798,RJ,0000RAJ001,86278,1040,RJFS,NSCC,AMCPCI,I,N,47517.6785,486105.85
ACCT00360,00097009980,CORPORATE,798,MER,0000MER001,18300,9756,MLCO,NSCC,AMCMSA,W,Y,33240.7767,387919.86
ACCT00361,00095757902,ROTH_IRA,704,UBS,0000UBS001,54270,9967,UBSW,NSCC,AMCRAI,I,N,13499.9882,167669.85
ACCT00362,00091812172,TRUST,705,MS,0000MOR001,16021,2631,MSSB,NSCC,AMCMSA,A,N,44718.3174,521862.76
ACCT00363,00093650523,PENSION,798,OSAIC,0000OSA001,67840,8479,OSAI,NSCC,AMCMSA,A,Y,6299.4352,73514.41
ACCT00364,00095597283,JOINT,702,SCHW,0000SCH001,22234,6905,SCHW,NSCC,AMCRAI,W,Y,15163.0887,188325.56
ACCT00365,00096125594,IRA,703,MER,0000MER001,40689,8032,MLCO,NSCC,AMCRAI,A,N,19877.4442,246877.86
ACCT00366,00092307594,CORPORATE,798,MER,0000MER001,27393,4705,MLCO,NSCC,AMCECF,A,N,10749.7167,116634.43
ACCT00367,00093023227,ROTH_IRA,704,CETA,0000CET001,65353,3165,CETA,NSCC,AMCECF,A,Y,34810.2957,377691.71
ACCT00368,00092718442,JOINT,702,MER,0000MER001,23526,6133,MLCO,NSCC,AMCMSA,A,Y,36565.0928,426714.63
ACCT00369,00093233823,IRA,703,CNTS,0000CNT001,94092,3340,CNTS,NSCC,AMCRAI,I,Y,38695.6781,480600.32
ACCT00370,00098383643,TRUST,705,CAIS,0000CAI001,56030,4490,CAIS,DIRECT,AMCECF,I,N,32536.0086,353015.69
ACCT00371,00094644760,JOINT,702,VSR,0000VSR001,21362,2646,VSRF,NSCC,AMCMSA,I,Y,34359.6519,400977.14
ACCT00372,00096276495,INDIVIDUAL,701,OSAIC,0000OSA001,28327,5059,OSAI,NSCC,AMCMSA,A,Y,48166.1107,562098.51
ACCT00373,00095780177,INDIVIDUAL,701,CETA,0000CET001,13515,5942,CETA,NSCC,AMCRAI,I,Y,30089.8532,373715.98
ACCT00374,00091915518,TRUST,705,CAIS,0000CAI001,41370,9108,CAIS,DIRECT,AMCRAI,W,Y,19648.3757,244032.83
ACCT00375,00099863176,JOINT,702,MER,0000MER001,11581,6916,MLCO,NSCC,AMCMSA,W,Y,29737.0954,347031.9
ACCT00376,00093898604,ROTH_IRA,704,MS,0000MOR001,71736,2195,MSSB,NSCC,AMCMSA,A,Y,27363.1754,319328.26
ACCT00377,00092014499,INDIVIDUAL,701,NPC,0000NPC001,62163,9300,NATL,NSCC,AMCECF,A,Y,10865.5726,117891.46
ACCT00378,00092382909,CORPORATE,798,CETA,0000CET001,93956,9791,CETA,NSCC,AMCMSA,I,N,35120.3509,409854.5
ACCT00379,00099578269,JOINT,702,NPC,0000NPC001,36633,3545,NATL,NSCC,AMCPCI,A,N,15564.3536,159223.34
ACCT00380,00095003671,ROTH_IRA,704,FIDO,0000FID001,17589,5005,FMCO,NSCC,AMCECF,A,Y,34963.9265,379358.6
ACCT00381,00091923227,ROTH_IRA,704,CNTS,0000CNT001,50539,3877,CNTS,NSCC,AMCECF,I,Y,30653.61,332591.67
ACCT00382,00099328426,CORPORATE,798,LPL,0000LPL001,55443,9568,LPLF,NSCC,AMCRAI,W,N,666.3951,8276.63
ACCT00383,00095509119,PENSION,798,OSAIC,0000OSA001,25473,1480,OSAI,NSCC,AMCPCI,A,Y,18656.2846,190853.79
ACCT00384,00092293020,ROTH_IRA,704,OSAIC,0000OSA001,75031,8457,OSAI,NSCC,AMCPCI,I,N,3287.2123,33628.18
ACCT00385,00093639223,INDIVIDUAL,701,FIDO,0000FID001,43438,2685,FMCO,NSCC,AMCMSA,I,N,8427.3815,98347.54
ACCT00386,00091043092,CORPORATE,798,CETA,0000CET001,15772,1201,CETA,NSCC,AMCECF,A,Y,37064.9201,402154.38
ACCT00387,00094002466,ROTH_IRA,704,LPL,0000LPL001,14635,7870,LPLF,NSCC,AMCPCI,I,Y,46019.3046,470777.49
ACCT00388,00092306728,JOINT,702,FIDO,0000FID001,84912,7108,FMCO,NSCC,AMCMSA,W,Y,16064.7634,187475.79
ACCT00389,00099653253,CORPORATE,798,CAIS,0000CAI001,16019,7568,CAIS,DIRECT,AMCECF,A,Y,11236.9345,121920.74
ACCT00390,00098662929,ROTH_IRA,704,CNTS,0000CNT001,11044,7044,CNTS,NSCC,AMCPCI,A,Y,16432.316,168102.59
ACCT00391,00098783398,TRUST,705,RJ,0000RAJ001,58270,9083,RJFS,NSCC,AMCPCI,W,Y,31173.6044,318905.97
ACCT00392,00097879264,TRUST,705,VSR,0000VSR001,13133,4817,VSRF,NSCC,AMCRAI,A,N,418.2563,5194.74
ACCT00393,00097312844,CORPORATE,798,FIDO,0000FID001,50306,2703,FMCO,NSCC,AMCECF,A,Y,172.9558,1876.57
ACCT00394,00093388630,JOINT,702,CAIS,0000CAI001,46677,2524,CAIS,DIRECT,AMCMSA,I,Y,48063.1345,560896.78
ACCT00395,00098691649,JOINT,702,CNTS,0000CNT001,21128,2565,CNTS,NSCC,AMCMSA,W,N,44789.3392,522691.59
ACCT00396,00092044933,CORPORATE,798,MS,0000MOR001,67014,3141,MSSB,NSCC,AMCMSA,A,Y,29635.5986,345847.44
