transaction_id,posting_date,trade_date,settle_date,trade_month,trade_year,account_id,account_number,account_type,social_code,fund_id,fund_name,fund_type,fund_code,transfer_agent,source_code,tran_type,tran_code,tran_suffix,trade_type,trade_class,share_class,cusip,isin,product_code,gross_amount,net_amount,total_shares,nav_per_share,dealer_comm_amount,under_comm_amount,disc_cat_code,drip_election,tender_window_flag,dist_frequency,tender_pct_limit,firm_id,office_id,rep_id,broker_id,broker_name,platform_code,nscc_or_direct,nscc_control_nbr,tran_description
5000000000414886871,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00354,00095715824,JOINT,702,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_NEW,001,006,A,N,I,00827B200,US00827B200,ADCRE,1523583.17,1523583.17,139683.4415,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000SII001,88231,9827,SII,SII Investments,SIII,NSCC,77289495103,New account purchase / initial subscription
5000000000415092676,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00089,00099801946,JOINT,702,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,W,00827C309,US00827C309,ADREF,20748.94,20748.94,1663.0817,12.4762,0.0,0.0,99,Y,N,MONTHLY,5,0000MOR001,88222,5636,MS,Morgan Stanley,MSSB,NSCC,77026181627,Additional purchase into existing account
5000000000415511078,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00407,00098158234,PENSION,798,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,I,00827E200,US00827E200,ADPE,42182.45,42182.45,3600.2603,11.7165,0.0,0.0,99,Y,N,QUARTERLY,5,0000SCH001,32650,6799,SCHW,Schwab,SCHW,NSCC,78692707223,Additional purchase into existing account
5000000000415884555,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00121,00092147909,CORPORATE,798,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,I,00827E200,US00827E200,ADPE,21733.86,21733.86,1854.9789,11.7165,0.0,0.0,99,Y,N,QUARTERLY,5,0000FID001,40771,5708,FIDO,Fidelity,FMCO,NSCC,57322510567,Additional purchase into existing account
5000000000416830562,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00183,00093522845,ROTH_IRA,704,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827D101,US00827D101,ADPEC,68015.86,64104.95,6681.1253,10.1803,3400.79,510.12,01,N,N,QUARTERLY,5,0000CET001,53694,2335,CETA,Cetera Advisors,CETA,NSCC,16457392719,Additional purchase into existing account
5000000000417168263,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00033,00092344047,PENSION,798,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,A,00827C101,US00827C101,ADREF,34435.74,32455.68,2760.1145,12.4762,1721.79,258.27,01,N,N,MONTHLY,5,0000CNT001,34356,2122,CNTS,Centaurus Financial,CNTS,NSCC,92093873009,Additional purchase into existing account
5000000000417625118,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00062,00098795419,TRUST,705,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,DRIP,071,023,A,A,A,00827C101,US00827C101,ADREF,2831.81,2803.49,226.977,12.4762,28.32,0.0,01,N,N,MONTHLY,5,0000LPL001,97500,9702,LPL,LPL Financial LLC,LPLF,NSCC,46448661438,Distribution reinvestment
5000000000418005602,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00402,00093917016,CORPORATE,798,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_NEW,001,006,A,N,A,00827D101,US00827D101,ADPEC,19373.95,18259.95,1903.0824,10.1803,968.7,145.3,01,Y,N,QUARTERLY,5,0000LPL001,14073,7625,LPL,LPL Financial LLC,LPLF,NSCC,86784195426,New account purchase / initial subscription
5000000000418807608,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00459,00098829893,ROTH_IRA,704,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827D200,US00827D200,ADPEC,15966.66,15966.66,1568.388,10.1803,0.0,0.0,99,N,N,QUARTERLY,5,0000CNT001,49602,9530,CNTS,Centaurus Financial,CNTS,NSCC,93817950845,Additional purchase into existing account
5000000000419727758,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00054,00093135534,ROTH_IRA,704,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827D200,US00827D200,ADPEC,70934.09,70934.09,6967.7799,10.1803,0.0,0.0,99,N,N,QUARTERLY,5,0000CET001,35144,7888,CETA,Cetera Advisors,CETA,NSCC,94226767717,Additional purchase into existing account
5000000000419871766,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00440,00099670757,PENSION,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827B200,US00827B200,ADCRE,94790.97,94790.97,8690.5193,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000CNT001,84905,3415,CNTS,Centaurus Financial,CNTS,NSCC,86551823027,Additional purchase into existing account
5000000000420187129,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00260,00099978365,PENSION,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,W,00827B309,US00827B309,ADCRE,11435.7,11435.7,1048.435,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000LPL001,14888,3868,LPL,LPL Financial LLC,LPLF,NSCC,25590413967,Additional purchase into existing account
5000000000421029692,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00467,00096152035,JOINT,702,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827D101,US00827D101,ADPEC,36802.21,34686.08,3615.0418,10.1803,1840.11,276.02,01,Y,N,QUARTERLY,5,0000MER001,65112,6428,MER,Merrill Lynch,MLCO,NSCC,51782941985,Additional purchase into existing account
5000000000421291482,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00227,00099705660,CORPORATE,798,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,A,00827C101,US00827C101,ADREF,76434.5,72039.52,6126.4247,12.4762,3821.72,573.26,01,Y,N,MONTHLY,5,0000CNT001,47230,2292,CNTS,Centaurus Financial,CNTS,NSCC,26623639623,Additional purchase into existing account
5000000000421520439,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00332,00094724560,ROTH_IRA,704,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,XFER_OUT,007,006,A,R,A,00827B101,US00827B101,ADCRE,18504.98,18504.98,1696.5528,10.9074,0.0,0.0,99,N,N,QUARTERLY,5,0000OSA001,76935,9499,OSAIC,Osaic Wealth,OSAI,NSCC,30698137954,Account transfer out (ACATS/direct)
5000000000422056384,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00435,00097501626,CORPORATE,798,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827D101,US00827D101,ADPEC,20987.14,19780.38,2061.5444,10.1803,1049.36,157.4,01,Y,N,QUARTERLY,5,0000ICA001,34232,7078,ICAP,iCapital,ICAP,DIRECT,,Additional purchase into existing account
5000000000422413616,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00394,00093388630,JOINT,702,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_NEW,001,006,A,N,I,00827E200,US00827E200,ADPE,1561163.01,1561163.01,133244.8265,11.7165,0.0,0.0,99,Y,N,QUARTERLY,5,0000CAI001,46677,2524,CAIS,CAIS,CAIS,DIRECT,,New account purchase / initial subscription
5000000000423043170,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00428,00095380995,PENSION,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827B101,US00827B101,ADCRE,81105.38,76441.82,7435.8124,10.9074,4055.27,608.29,01,Y,N,QUARTERLY,5,0000OSA001,23726,2215,OSAIC,Osaic Wealth,OSAI,NSCC,50120664212,Additional purchase into existing account
5000000000423521332,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00088,00096294016,IRA,703,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,EXCH_IN,004,006,A,N,A,00827C101,US00827C101,ADREF,9438.15,8895.45,756.4924,12.4762,471.91,70.79,01,N,N,MONTHLY,5,0000RAJ001,25670,9779,RJ,Raymond James,RJFS,NSCC,69076610345,Exchange in from another share class / fund
5000000000424063539,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00323,00096528792,ROTH_IRA,704,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_NEW,001,006,A,N,I,00827D200,US00827D200,ADPEC,1363490.98,1363490.98,133934.2632,10.1803,0.0,0.0,99,Y,N,QUARTERLY,5,0000LPL001,67700,6484,LPL,LPL Financial LLC,LPLF,NSCC,81955765379,New account purchase / initial subscription
5000000000424597030,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00404,00097720647,PENSION,798,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_NEW,001,006,A,N,A,00827C101,US00827C101,ADREF,13338.65,12571.68,1069.1276,12.4762,666.93,100.04,01,N,N,MONTHLY,5,0000SII001,58790,2376,SII,SII Investments,SIII,NSCC,69278145096,New account purchase / initial subscription
5000000000425530236,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00471,00093966618,PENSION,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_NEW,001,006,A,N,I,00827B200,US00827B200,ADCRE,877687.71,877687.71,80467.1792,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000MOR001,51079,1950,MS,Morgan Stanley,MSSB,NSCC,82380465978,New account purchase / initial subscription
5000000000425782892,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00350,00097154919,INDIVIDUAL,701,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,XFER_OUT,007,006,A,R,I,00827D200,US00827D200,ADPEC,18407.83,18407.83,1808.1815,10.1803,0.0,0.0,99,N,N,QUARTERLY,5,0000NPC001,81046,1681,NPC,National Planning Corp,NATL,NSCC,70257372939,Account transfer out (ACATS/direct)
5000000000425955853,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00395,00098691649,JOINT,702,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,W,00827E309,US00827E309,ADPE,1984.92,1984.92,169.4124,11.7165,0.0,0.0,99,N,N,QUARTERLY,5,0000CNT001,21128,2565,CNTS,Centaurus Financial,CNTS,NSCC,82182280651,Additional purchase into existing account
5000000000426511010,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00044,00096171716,TRUST,705,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,I,00827C200,US00827C200,ADREF,34492.06,34492.06,2764.6287,12.4762,0.0,0.0,99,Y,N,MONTHLY,5,0000NPC001,57795,1653,NPC,National Planning Corp,NATL,NSCC,34792151727,Additional purchase into existing account
5000000000426769294,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00032,00091841248,INDIVIDUAL,701,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_NEW,001,006,A,N,W,00827B309,US00827B309,ADCRE,211801.48,211801.48,19418.1455,10.9074,0.0,0.0,99,N,N,QUARTERLY,5,0000UBS001,86569,8811,UBS,UBS Financial,UBSW,NSCC,99861534251,New account purchase / initial subscription
5000000000427179383,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00463,00099344531,CORPORATE,798,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,W,00827C309,US00827C309,ADREF,57881.17,57881.17,4639.3269,12.4762,0.0,0.0,99,Y,N,MONTHLY,5,0000FID001,48745,5250,FIDO,Fidelity,FMCO,NSCC,82481066357,Additional purchase into existing account
5000000000427640258,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00215,00091543335,PENSION,798,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827D101,US00827D101,ADPEC,40798.28,38452.38,4007.5715,10.1803,2039.91,305.99,01,N,N,QUARTERLY,5,0000UBS001,89310,3513,UBS,UBS Financial,UBSW,NSCC,56139534457,Additional purchase into existing account
5000000000428380309,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00005,00097022674,IRA,703,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,XFER_OUT,007,006,A,R,A,00827B101,US00827B101,ADCRE,41436.68,41436.68,3798.9512,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000OSA001,55082,5333,OSAIC,Osaic Wealth,OSAI,NSCC,82585842910,Account transfer out (ACATS/direct)
5000000000428903868,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00472,00093658100,IRA,703,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_NEW,001,006,A,N,A,00827C101,US00827C101,ADREF,9475.94,8931.07,759.5213,12.4762,473.8,71.07,01,Y,N,MONTHLY,5,0000ICA001,74169,2442,ICAP,iCapital,ICAP,DIRECT,,New account purchase / initial subscription
5000000000429658556,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00229,00096664316,TRUST,705,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,A,00827C101,US00827C101,ADREF,64744.06,61021.28,5189.4054,12.4762,3237.2,485.58,01,Y,N,MONTHLY,5,0000MOR001,83874,1674,MS,Morgan Stanley,MSSB,NSCC,86826570066,Additional purchase into existing account
5000000000430571622,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00404,00097720647,PENSION,798,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,A,00827C101,US00827C101,ADREF,62200.56,58624.03,4985.5373,12.4762,3110.03,466.5,01,N,N,MONTHLY,5,0000SII001,58790,2376,SII,SII Investments,SIII,NSCC,64325997674,Additional purchase into existing account
5000000000430759996,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00102,00098248238,ROTH_IRA,704,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,A,00827E101,US00827E101,ADPE,88216.49,83144.05,7529.2528,11.7165,4410.82,661.62,01,Y,N,QUARTERLY,5,0000CAI001,52247,5102,CAIS,CAIS,CAIS,DIRECT,,Additional purchase into existing account
5000000000431405748,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00019,00097089806,IRA,703,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,A,00827E101,US00827E101,ADPE,54205.92,51089.08,4626.4601,11.7165,2710.3,406.54,01,Y,N,QUARTERLY,5,0000NPC001,50306,4923,NPC,National Planning Corp,NATL,NSCC,30958906176,Additional purchase into existing account
5000000000432084337,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00277,00098052503,ROTH_IRA,704,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_NEW,001,006,A,N,A,00827C101,US00827C101,ADREF,15986.57,15067.34,1281.3653,12.4762,799.33,119.9,01,Y,N,MONTHLY,5,0000RAJ001,59081,7266,RJ,Raymond James,RJFS,NSCC,79118133756,New account purchase / initial subscription
5000000000432352137,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00160,00096183902,CORPORATE,798,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827D101,US00827D101,ADPEC,52612.25,49587.05,5168.0451,10.1803,2630.61,394.59,01,Y,N,QUARTERLY,5,0000CNT001,54541,6751,CNTS,Centaurus Financial,CNTS,NSCC,99150835108,Additional purchase into existing account
5000000000433073422,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00012,00095137722,CORPORATE,798,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_NEW,001,006,A,N,A,00827E101,US00827E101,ADPE,3824.83,3604.9,326.4482,11.7165,191.24,28.69,01,Y,N,QUARTERLY,5,0000CNT001,83579,9830,CNTS,Centaurus Financial,CNTS,NSCC,86435809395,New account purchase / initial subscription
5000000000433935222,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00133,00097138070,CORPORATE,798,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,A,00827E101,US00827E101,ADPE,24892.64,23461.32,2124.5799,11.7165,1244.63,186.69,01,Y,N,QUARTERLY,5,0000FID001,79579,9221,FIDO,Fidelity,FMCO,NSCC,51979688033,Additional purchase into existing account
5000000000434692668,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00217,00091434753,CORPORATE,798,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,XFER_IN,006,006,A,N,A,00827D101,US00827D101,ADPEC,98708.52,93032.78,9696.0325,10.1803,4935.43,740.31,01,N,N,QUARTERLY,5,0000FID001,34385,9176,FIDO,Fidelity,FMCO,NSCC,45961670400,Account transfer in (ACATS/direct)
5000000000435105102,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00260,00099978365,PENSION,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,EXCH_OUT,005,006,A,R,W,00827B309,US00827B309,ADCRE,18046.43,18046.43,1654.5125,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000LPL001,14888,3868,LPL,LPL Financial LLC,LPLF,NSCC,70665338487,Exchange out to another share class / fund
5000000000435452667,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00294,00098876742,IRA,703,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,I,00827E200,US00827E200,ADPE,73949.01,73949.01,6311.5273,11.7165,0.0,0.0,99,Y,N,QUARTERLY,5,0000RAJ001,51973,4328,RJ,Raymond James,RJFS,NSCC,54895925185,Additional purchase into existing account
5000000000436302028,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00413,00095045872,PENSION,798,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_NEW,001,006,A,N,A,00827C101,US00827C101,ADREF,37923.51,35742.9,3039.6683,12.4762,1896.18,284.43,01,N,N,MONTHLY,5,0000FID001,44934,9743,FIDO,Fidelity,FMCO,NSCC,89807337771,New account purchase / initial subscription
5000000000437287545,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00458,00096124763,TRUST,705,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,XFER_OUT,007,006,A,R,A,00827B101,US00827B101,ADCRE,46908.2,46908.2,4300.5849,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000MOR001,94245,5511,MS,Morgan Stanley,MSSB,NSCC,85872833020,Account transfer out (ACATS/direct)
5000000000437701280,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00305,00092352527,TRUST,705,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,EXCH_OUT,005,006,A,R,W,00827C309,US00827C309,ADREF,12074.98,12074.98,967.8412,12.4762,0.0,0.0,99,Y,N,MONTHLY,5,0000ICA001,95686,1519,ICAP,iCapital,ICAP,DIRECT,,Exchange out to another share class / fund
5000000000438574617,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00146,00093927575,IRA,703,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,A,00827C101,US00827C101,ADREF,67025.32,63171.36,5372.2544,12.4762,3351.27,502.69,01,Y,N,MONTHLY,5,0000LPL001,24408,1422,LPL,LPL Financial LLC,LPLF,NSCC,80341538674,Additional purchase into existing account
5000000000439216155,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00127,00096018975,JOINT,702,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,EXCH_OUT,005,006,A,R,I,00827B200,US00827B200,ADCRE,5708.73,5708.73,523.3814,10.9074,0.0,0.0,99,N,N,QUARTERLY,5,0000CAI001,93746,7951,CAIS,CAIS,CAIS,DIRECT,,Exchange out to another share class / fund
5000000000440132523,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00299,00091985360,ROTH_IRA,704,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,I,00827C200,US00827C200,ADREF,20062.97,20062.97,1608.0994,12.4762,0.0,0.0,99,Y,N,MONTHLY,5,0000CAI001,78674,1554,CAIS,CAIS,CAIS,DIRECT,,Additional purchase into existing account
5000000000440386195,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00185,00099831414,ROTH_IRA,704,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,XFER_IN,006,006,A,N,A,00827D101,US00827D101,ADPEC,45976.65,43333.0,4516.2372,10.1803,2298.83,344.82,01,N,N,QUARTERLY,5,0000CAI001,22249,7937,CAIS,CAIS,CAIS,DIRECT,,Account transfer in (ACATS/direct)
5000000000440582924,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00365,00096125594,IRA,703,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,XFER_IN,006,006,A,N,A,00827C101,US00827C101,ADREF,43143.52,40662.76,3458.0658,12.4762,2157.18,323.58,01,N,N,MONTHLY,5,0000MER001,40689,8032,MER,Merrill Lynch,MLCO,NSCC,20359688573,Account transfer in (ACATS/direct)
5000000000440908141,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00032,00091841248,INDIVIDUAL,701,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,W,00827B309,US00827B309,ADCRE,43063.79,43063.79,3948.126,10.9074,0.0,0.0,99,N,N,QUARTERLY,5,0000UBS001,86569,8811,UBS,UBS Financial,UBSW,NSCC,74983127155,Additional purchase into existing account
5000000000441430458,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00229,00096664316,TRUST,705,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,A,00827C101,US00827C101,ADREF,8729.2,8227.27,699.6682,12.4762,436.46,65.47,01,Y,N,MONTHLY,5,0000MOR001,83874,1674,MS,Morgan Stanley,MSSB,NSCC,81626406984,Additional purchase into existing account
5000000000441806960,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00302,00095609384,TRUST,705,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,XFER_IN,006,006,A,N,A,00827E101,US00827E101,ADPE,56337.88,53098.46,4808.4223,11.7165,2816.89,422.53,01,Y,N,QUARTERLY,5,0000LPL001,80220,5697,LPL,LPL Financial LLC,LPLF,NSCC,64884634243,Account transfer in (ACATS/direct)
5000000000442770789,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00300,00094882808,CORPORATE,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827B101,US00827B101,ADCRE,50383.9,47486.82,4619.2401,10.9074,2519.2,377.88,01,Y,N,QUARTERLY,5,0000SII001,18908,3474,SII,SII Investments,SIII,NSCC,70014748329,Additional purchase into existing account
5000000000443616484,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00084,00095635017,PENSION,798,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,SC_UPGRADE,027,023,A,A,A,00827D101,US00827D101,ADPEC,157738.47,157738.47,15494.4815,10.1803,0.0,0.0,99,N,N,QUARTERLY,5,0000FID001,82848,1166,FIDO,Fidelity,FMCO,NSCC,74970502762,Share class upgrade (A→I on reaching threshold)
5000000000444271328,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00235,00098015136,INDIVIDUAL,701,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,XFER_IN,006,006,A,N,A,00827B101,US00827B101,ADCRE,13809.13,13015.1,1266.0332,10.9074,690.46,103.57,01,Y,N,QUARTERLY,5,0000MOR001,42541,3616,MS,Morgan Stanley,MSSB,NSCC,81745387219,Account transfer in (ACATS/direct)
5000000000444405519,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00061,00094671545,CORPORATE,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827B101,US00827B101,ADCRE,69752.6,65741.83,6394.9796,10.9074,3487.63,523.14,01,Y,N,QUARTERLY,5,0000CET001,33053,9486,CETA,Cetera Advisors,CETA,NSCC,76380576604,Additional purchase into existing account
5000000000444630054,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00383,00095509119,PENSION,798,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827D101,US00827D101,ADPEC,16527.13,15576.82,1623.4423,10.1803,826.36,123.95,01,Y,N,QUARTERLY,5,0000OSA001,25473,1480,OSAIC,Osaic Wealth,OSAI,NSCC,59645641612,Additional purchase into existing account
5000000000445117592,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00309,00096276177,CORPORATE,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,DRIP,071,023,A,A,A,00827B101,US00827B101,ADCRE,4268.97,4226.28,391.3829,10.9074,42.69,0.0,01,N,N,QUARTERLY,5,0000NPC001,12052,4394,NPC,National Planning Corp,NATL,NSCC,23358792100,Distribution reinvestment
5000000000445341053,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00293,00099953163,JOINT,702,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,DRIP,071,023,A,A,A,00827D101,US00827D101,ADPEC,1483.47,1468.64,145.7197,10.1803,14.83,0.0,01,Y,N,QUARTERLY,5,0000CNT001,95029,6886,CNTS,Centaurus Financial,CNTS,NSCC,29425181455,Distribution reinvestment
5000000000445749314,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00191,00097406756,TRUST,705,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,SC_UPGRADE,027,023,A,A,I,00827E200,US00827E200,ADPE,221969.84,221969.84,18945.0638,11.7165,0.0,0.0,99,Y,N,QUARTERLY,5,0000CET001,75916,9641,CETA,Cetera Advisors,CETA,NSCC,50262998084,Share class upgrade (A→I on reaching threshold)
