golden_team_id,team_name,firm_name,crd_number,lead_first_name,lead_last_name,lead_email,lead_phone,city,state,zip,address,aum_millions,num_members
GT0000432,The Campbell Advisory Group,Steward Partners,4491484,Lisa,Campbell,lcampbell@stewpart.com,483-254-4173,Baltimore,MD,21201,"1847 Cedar Pl, Suite 754, Baltimore, MD, 21201",145.8,2
GT0000433,The Coleman Investment Group,Janney Montgomery Scott,8602555,Michael,Coleman,mcoleman@jannmontsc.com,244-306-1859,Portland,OR,97201,"8805 Elm Blvd, Portland, OR, 97201",241.2,5
GT0000434,Anderson Private Wealth Group,UBS Financial Services,6468907,Jennifer,Anderson,janderson@ubs.com,629-403-6336,Salt Lake City,UT,84101,"3770 Maple Rd, Suite 1071, Salt Lake City, UT, 84101",1289.6,5
GT0000435,The Sanchez Private Wealth Group,Piper Sandler,8312602,Rebecca,Sanchez,rsanchez@pipesand.com,348-421-8454,Kansas City,MO,64101,"2918 Madison Rd, Suite 3048, Kansas City, MO, 64101",173.3,3
GT0000436,Rivera Private Wealth Group,Ameriprise Financial,1538457,Nancy,Rivera,nrivera@amer.com,908-782-1977,Boston,MA,02101,"4598 Cedar Ave, Boston, MA, 02101",199.5,5
GT0000437,Perez Private Wealth Group,Baird,3851044,Timothy,Perez,tperez@bair.com,791-766-4763,Louisville,KY,40201,"1417 Jefferson Ct, Suite 986, Louisville, KY, 40201",796.4,6
GT0000438,Morgan Wealth Management Group,Ameriprise Financial,5157921,Mary,Morgan,mmorgan@amer.com,535-644-4643,Phoenix,AZ,85001,"9696 Cedar St, Suite 281, Phoenix, AZ, 85001",1449.7,2
GT0000439,Foster Wealth Management Group,Hightower Advisors,2644153,Mary,Foster,mfoster@highadvi.com,663-707-4940,Austin,TX,78701,"1362 Commerce St, Austin, TX, 78701",43.7,5
GT0000440,Ramirez Wealth Partners,Raymond James,2522188,Amy,Ramirez,aramirez@raymjame.com,216-691-5994,Phoenix,AZ,85001,"2651 Lincoln St, Phoenix, AZ, 85001",941.2,5
GT0000441,Moore Financial Advisory Group,Piper Sandler,2186125,Carol,Moore,cmoore@pipesand.com,594-907-6454,Cincinnati,OH,45201,"8699 Oak Ln, Suite 1205, Cincinnati, OH, 45201",46.6,6
GT0000442,The Brooks Asset Management Group,LPL Financial,6632022,Barbara,Brooks,bbrooks@lpl.com,953-256-9433,Milwaukee,WI,53201,"5964 Oak Ave, Suite 2006, Milwaukee, WI, 53201",357.2,6
GT0000443,The Campbell Financial Advisory Group,Janney Montgomery Scott,6619187,Robert,Campbell,rcampbell@jannmontsc.com,444-752-2860,Hartford,CT,06101,"7840 Financial Dr, Hartford, CT, 06101",199.3,3
GT0000444,Rivera Advisory Group,Ameriprise Financial,1913687,Kenneth,Rivera,krivera@amer.com,264-581-6656,Charlotte,NC,28201,"7413 Broadway Ct, Suite 602, Charlotte, NC, 28201",111.5,5
GT0000445,Howard Investment Group,Steward Partners,2101048,Dorothy,Howard,dhoward@stewpart.com,392-668-2430,Milwaukee,WI,53201,"1314 Madison Blvd, Suite 415, Milwaukee, WI, 53201",72.7,2
GT0000446,The Scott Private Client Group,Wells Fargo Advisors,3524938,Christopher,Scott,cscott@wellfargad.com,409-733-1371,Indianapolis,IN,46201,"4804 Jefferson Ct, Indianapolis, IN, 46201",918.5,5
GT0000447,The Parker Private Client Group,Mesirow Financial,4897818,Brian,Parker,bparker@mesi.com,732-860-6503,Minneapolis,MN,55401,"6746 Financial Rd, Minneapolis, MN, 55401",269.0,4
GT0000448,Sanders Wealth Solutions Group,Hightower Advisors,6101655,Patricia,Sanders,psanders@highadvi.com,780-335-6021,Baltimore,MD,21201,"2814 Lake Dr, Suite 1280, Baltimore, MD, 21201",309.5,2
GT0000449,The Rivera Family Wealth Group,Stifel Financial,5785643,Charles,Rivera,crivera@stif.com,386-379-3514,Milwaukee,WI,53201,"2642 Park Ave, Suite 1396, Milwaukee, WI, 53201",1315.4,6
GT0000450,The Stewart Wealth Partners,Ameriprise Financial,1581986,Thomas,Stewart,tstewart@amer.com,881-524-6633,Seattle,WA,98101,"2424 Sunset Pl, Suite 765, Seattle, WA, 98101",102.7,6
GT0000451,Thomas Capital Group,Merrill Lynch,3618139,Joshua,Thomas,jthomas@merrlync.com,204-956-9948,Boston,MA,02134,"8314 River Ln, Suite 1287, Boston, MA, 02134",3309.8,6
GT0000452,Jackson Private Client Group,Dynasty Financial Partners,2884343,Margaret,Jackson,mjackson@dynapart.com,949-690-1656,Cleveland,OH,44101,"2285 Commerce Ave, Suite 1745, Cleveland, OH, 44101",100.8,6
GT0000453,The Lewis Wealth Partners,Mesirow Financial,9832094,Deborah,Lewis,dlewis@mesi.com,427-985-5553,St. Louis,MO,63101,"3207 Main Ave, Suite 1924, St. Louis, MO, 63101",1232.4,2
GT0000454,Phillips Family Wealth Group,LPL Financial,9582482,Jennifer,Phillips,jphillips@lpl.com,257-882-6915,Louisville,KY,40201,"6514 Cedar Way, Suite 1627, Louisville, KY, 40201",438.1,2
GT0000455,Hall Investment Group,Janney Montgomery Scott,8452780,Andrew,Hall,ahall@jannmontsc.com,959-625-8249,Hartford,CT,06101,"4729 Elm Way, Hartford, CT, 06101",1274.2,5
GT0000456,The Sanders Wealth Management Team,HighTower,6087374,Thomas,Sanders,tsanders@high.com,686-737-6495,Seattle,WA,98101,"1084 Financial Way, Suite 1777, Seattle, WA, 98101",673.6,4
GT0000457,The Thompson Family Wealth Group,Steward Partners,9230660,Timothy,Thompson,tthompson@stewpart.com,243-509-5979,Miami,FL,33101,"8096 Commerce Pl, Suite 3340, Miami, FL, 33101",387.8,2
GT0000458,King Wealth Advisors,Stifel Financial,5826621,Charles,King,cking@stif.com,627-383-9059,Dallas,TX,75201,"4010 Main Ave, Dallas, TX, 75201",722.7,5
GT0000459,Price Financial Group,Janney Montgomery Scott,8986637,William,Price,wprice@jannmontsc.com,910-322-7114,Memphis,TN,38101,"8398 Financial St, Memphis, TN, 38101",104.3,3
GT0000460,Davis Wealth Partners,Raymond James,6995933,Sarah,Davis,sdavis@raymjame.com,367-254-5467,Boston,MA,02101,"5918 Jefferson Rd, Suite 1294, Boston, MA, 02101",351.6,6
GT0000461,The Martinez Private Wealth Group,Hightower Advisors,6412444,Nancy,Martinez,nmartinez@highadvi.com,523-901-5932,Houston,TX,77001,"4448 Sunset Ave, Suite 1540, Houston, TX, 77001",135.6,3
GT0000462,Moore Investment Group,Hightower Advisors,7912120,James,Moore,jmoore@highadvi.com,548-366-2678,Indianapolis,IN,46201,"3570 Cedar Ct, Suite 871, Indianapolis, IN, 46201",160.5,6
GT0000463,The Hughes Wealth Solutions Group,Hightower Advisors,3201710,Lisa,Hughes,lhughes@highadvi.com,217-691-6705,San Diego,CA,92101,"5105 Sunset Blvd, San Diego, CA, 92101",153.9,6
GT0000464,Baker Private Client Group,Edward Jones,2989725,Linda,Baker,lbaker@edwajone.com,427-331-3332,New York,NY,10017,"3713 Hill Blvd, Suite 421, New York, NY, 10017",275.2,5
GT0000465,Anderson Wealth Management Group,UBS Financial Services,9614751,Ashley,Anderson,aanderson@ubs.com,807-260-8685,Portland,OR,97201,"1949 Lake St, Suite 2834, Portland, OR, 97201",425.3,2
GT0000466,The Gonzalez Financial Group,Wells Fargo Advisors,4355853,Donna,Gonzalez,dgonzalez@wellfargad.com,389-886-6759,Salt Lake City,UT,84101,"480 Pine Blvd, Salt Lake City, UT, 84101",284.7,4
GT0000467,The Kelly Wealth Partners,Janney Montgomery Scott,9470971,Amy,Kelly,akelly@jannmontsc.com,783-269-2623,Columbus,OH,43201,"9473 Main Ct, Suite 884, Columbus, OH, 43201",336.3,4
GT0000468,The Alexander Wealth Management Group,Steward Partners,9458992,Christopher,Alexander,calexander@stewpart.com,924-686-7004,Seattle,WA,98101,"9657 Elm Pl, Seattle, WA, 98101",48.3,2
GT0000469,The Rivera Capital Group,Piper Sandler,6272748,Daniel,Rivera,drivera@pipesand.com,326-677-2807,Columbus,OH,43201,"8516 Cedar Pl, Columbus, OH, 43201",265.7,4
GT0000470,Simmons Wealth Management Team,Morgan Stanley,2941503,Susan,Simmons,ssimmons@morgstan.com,594-490-8486,Indianapolis,IN,46201,"9837 Hill Pl, Suite 1768, Indianapolis, IN, 46201",437.6,4
GT0000471,The Collins Wealth Solutions Group,LPL Financial,1214510,Stephanie,Collins,scollins@lpl.com,890-703-2723,Kansas City,MO,64101,"6495 Lincoln Ct, Kansas City, MO, 64101",710.1,2
GT0000472,The Jackson Capital Group,Piper Sandler,2085660,Joseph,Jackson,jjackson@pipesand.com,572-403-6548,San Francisco,CA,94101,"3282 Capital Way, Suite 3532, San Francisco, CA, 94101",159.3,5
GT0000473,Murphy Asset Management Group,Ameriprise Financial,7785437,Kimberly,Murphy,kmurphy@amer.com,696-723-5569,Detroit,MI,48201,"2415 Lincoln Ave, Suite 2104, Detroit, MI, 48201",81.5,5
GT0000474,The Ross Wealth Management Group,Raymond James,2144687,Mark,Ross,mross@raymjame.com,710-894-1438,Los Angeles,CA,90025,"2935 Madison Rd, Suite 2647, Los Angeles, CA, 90025",990.3,6
GT0000475,Martinez Asset Management Group,Hightower Advisors,9225036,Richard,Martinez,rmartinez@highadvi.com,716-467-9887,Baltimore,MD,21201,"5630 Commerce Ct, Suite 3229, Baltimore, MD, 21201",414.0,2
GT0000476,Thomas Family Wealth Group,Piper Sandler,8424860,Jason,Thomas,jthomas@pipesand.com,670-236-1538,Orlando,FL,32801,"2898 Commerce Ln, Orlando, FL, 32801",1323.0,3
GT0000477,Edwards Investment Group,Raymond James,9230125,Patricia,Edwards,pedwards@raymjame.com,875-767-9837,Indianapolis,IN,46201,"9376 Broadway Pl, Suite 740, Indianapolis, IN, 46201",280.6,6
GT0000478,Phillips Family Wealth Group,Ameriprise Financial,6918393,Michael,Phillips,mphillips@amer.com,984-491-6250,Milwaukee,WI,53201,"1007 Main St, Suite 1600, Milwaukee, WI, 53201",51.9,4
GT0000479,Gonzales Wealth Management Group,Dynasty Financial Partners,6995607,Amanda,Gonzales,agonzales@dynapart.com,621-559-1924,Orlando,FL,32801,"4002 Park Dr, Orlando, FL, 32801",604.2,6
GT0000480,Hughes Wealth Solutions Group,UBS Financial Services,6663891,David,Hughes,dhughes@ubs.com,373-220-9821,Dallas,TX,75201,"5344 Oak Pl, Dallas, TX, 75201",461.3,5
GT0000481,The Cooper Investment Group,Oppenheimer & Co,7337385,Jessica,Cooper,jcooper@oppe.com,784-599-6282,Kansas City,MO,64101,"9381 Maple Pl, Suite 2865, Kansas City, MO, 64101",25,3
GT0000482,Murphy Asset Management Group,Hightower Advisors,6025126,Kevin,Murphy,kmurphy@highadvi.com,572-646-4305,San Francisco,CA,94101,"8143 Liberty Ave, San Francisco, CA, 94101",39.0,6
GT0000483,Torres Wealth Management Group,Ameriprise Financial,2542796,Anthony,Torres,atorres@amer.com,934-792-2552,Memphis,TN,38101,"9698 River Ln, Suite 3381, Memphis, TN, 38101",121.4,6
GT0000484,The Collins Wealth Partners,LPL Financial,9466446,Mary,Collins,mcollins@lpl.com,507-643-9846,Nashville,TN,37201,"5134 Washington Way, Suite 2659, Nashville, TN, 37201",401.8,6
GT0000485,The Powell Financial Advisory Group,Steward Partners,9375247,Ryan,Powell,rpowell@stewpart.com,418-876-8656,Cincinnati,OH,45201,"4390 Liberty Ct, Cincinnati, OH, 45201",122.6,5
GT0000486,The Ramirez Advisory Group,Morgan Stanley,8759239,Kathleen,Ramirez,kramirez@morgstan.com,351-446-3465,Tampa,FL,33601,"4920 Jefferson Way, Suite 3500, Tampa, FL, 33601",25,2
GT0000487,Clark Investment Group,Oppenheimer & Co,7809300,Nancy,Clark,nclark@oppe.com,444-316-3456,San Francisco,CA,94101,"3145 Main Dr, San Francisco, CA, 94101",229.1,4
GT0000488,Bell Capital Group,Steward Partners,4388838,Ryan,Bell,rbell@stewpart.com,363-479-3235,Los Angeles,CA,90001,"478 Lake Ln, Los Angeles, CA, 90001",1243.7,3
GT0000489,The Garcia Asset Management Group,Rockefeller Capital Management,5999260,Betty,Garcia,bgarcia@rockcapi.com,265-616-6954,Los Angeles,CA,90025,"1480 Madison Blvd, Suite 2438, Los Angeles, CA, 90025",336.7,6
GT0000490,Thomas Wealth Advisors,Hightower Advisors,2514123,Kathleen,Thomas,kthomas@highadvi.com,443-814-3003,Indianapolis,IN,46201,"5135 River Way, Indianapolis, IN, 46201",166.0,3
GT0000491,The Collins Financial Advisory Group,LPL Financial,7851404,Kathleen,Collins,kcollins@lpl.com,460-803-1916,Atlanta,GA,30301,"8035 Commerce Rd, Atlanta, GA, 30301",303.4,2
GT0000492,The Ward Family Wealth Group,Oppenheimer & Co,3431212,Kenneth,Ward,kward@oppe.com,571-686-7025,Charlotte,NC,28201,"5050 Main St, Charlotte, NC, 28201",624.6,2
GT0000493,Powell Investment Group,RBC Wealth Management,3047722,Ashley,Powell,apowell@rbc.com,747-442-8248,Nashville,TN,37201,"6365 Main Way, Nashville, TN, 37201",73.9,4
GT0000494,The Lopez Investment Group,RBC Wealth Management,8362611,Joshua,Lopez,jlopez@rbc.com,846-524-7656,San Francisco,CA,94101,"556 Lake Ave, San Francisco, CA, 94101",58.7,5
GT0000495,Gonzales Wealth Solutions Group,Oppenheimer & Co,3690114,Mary,Gonzales,mgonzales@oppe.com,915-467-9295,Portland,OR,97201,"1088 Sunset Way, Portland, OR, 97201",1199.1,6
GT0000496,The Adams Private Client Group,Mesirow Financial,4082639,Emily,Adams,eadams@mesi.com,845-654-3229,Los Angeles,CA,90025,"51 Madison Dr, Los Angeles, CA, 90025",51.7,4
GT0000497,The Hernandez Financial Advisory Group,Wells Fargo Advisors,3182597,Jessica,Hernandez,jhernandez@wellfargad.com,808-902-7722,Austin,TX,78701,"5234 Lincoln Pl, Austin, TX, 78701",153.7,3
GT0000498,Thompson Wealth Solutions Group,Dynasty Financial Partners,4333024,Steven,Thompson,sthompson@dynapart.com,286-624-7022,Minneapolis,MN,55401,"2981 Madison Way, Minneapolis, MN, 55401",33.2,6
GT0000499,The Williams Advisory Group,Merrill Lynch,3831255,Mark,Williams,mwilliams@merrlync.com,250-610-8027,Chicago,IL,60614,"9837 Lake Blvd, Suite 1607, Chicago, IL, 60614",537.7,3
GT0000500,Ramirez Wealth Management Group,Wells Fargo Advisors,9290445,Amy,Ramirez,aramirez@wellfargad.com,321-429-4328,Baltimore,MD,21201,"3122 Lake Ln, Baltimore, MD, 21201",215.1,5
GT0000501,The Edwards Financial Group,LPL Financial,4026104,Thomas,Edwards,tedwards@lpl.com,618-349-1471,Minneapolis,MN,55401,"4755 Lake Dr, Minneapolis, MN, 55401",218.5,3
GT0000502,The Kelly Wealth Management Team,Mesirow Financial,3234807,George,Kelly,gkelly@mesi.com,531-909-7513,Kansas City,MO,64101,"3477 Madison Way, Kansas City, MO, 64101",113.4,4
GT0000503,The Gonzalez Wealth Management Group,Steward Partners,6944195,William,Gonzalez,wgonzalez@stewpart.com,820-886-1745,Cleveland,OH,44101,"88 Lake Ct, Cleveland, OH, 44101",836.3,4
GT0000504,The Powell Financial Advisory Group,Janney Montgomery Scott,4009366,Ronald,Powell,rpowell@jannmontsc.com,466-373-9253,Salt Lake City,UT,84101,"8075 River Pl, Suite 1399, Salt Lake City, UT, 84101",138.6,6
GT0000505,Jackson Wealth Management Team,Ameriprise Financial,5714408,Jason,Jackson,jjackson@amer.com,965-569-8046,Los Angeles,CA,90001,"4636 Lake Ln, Suite 1884, Los Angeles, CA, 90001",990.7,3
GT0000506,The Gonzales Asset Management Group,Rockefeller Capital Management,8381800,Kenneth,Gonzales,kgonzales@rockcapi.com,254-393-3435,Hartford,CT,06101,"895 Park Blvd, Suite 1165, Hartford, CT, 06101",202.4,3
GT0000507,Morgan Wealth Management Team,Oppenheimer & Co,9140297,Dorothy,Morgan,dmorgan@oppe.com,668-704-2843,Los Angeles,CA,90001,"2426 Maple Rd, Suite 3656, Los Angeles, CA, 90001",25,4
GT0000508,Perez Wealth Solutions Group,Hightower Advisors,4563416,Daniel,Perez,dperez@highadvi.com,797-204-9618,Memphis,TN,38101,"9352 Elm Way, Memphis, TN, 38101",891.0,3
GT0000509,The Murphy Wealth Partners,Wells Fargo Advisors,7613071,Carol,Murphy,cmurphy@wellfargad.com,582-804-2737,Minneapolis,MN,55401,"5301 Cedar St, Suite 3502, Minneapolis, MN, 55401",114.6,5
GT0000510,The Ross Financial Group,Ameriprise Financial,1735630,Ryan,Ross,rross@amer.com,871-837-8423,Cleveland,OH,44101,"5324 Financial Blvd, Suite 299, Cleveland, OH, 44101",47.1,4
GT0000511,Davis Advisory Group,UBS Financial Services,7692721,Kenneth,Davis,kdavis@ubs.com,291-221-4411,Chicago,IL,60614,"2670 Madison Way, Suite 3182, Chicago, IL, 60614",133.7,3
GT0000512,Hill Asset Management Group,Rockefeller Capital Management,3202624,Joseph,Hill,jhill@rockcapi.com,567-881-2574,Nashville,TN,37201,"6021 Market Dr, Suite 3726, Nashville, TN, 37201",382.2,5
GT0000513,Wright Financial Group,Dynasty Financial Partners,4126532,Mary,Wright,mwright@dynapart.com,644-845-7979,Chicago,IL,60614,"1523 Oak Ct, Suite 1998, Chicago, IL, 60614",267.5,3
GT0000514,The Patterson Family Wealth Group,Raymond James,8855414,Betty,Patterson,bpatterson@raymjame.com,647-281-8825,Minneapolis,MN,55401,"4922 Cedar Blvd, Minneapolis, MN, 55401",27.4,4
GT0000515,Young Capital Group,Hightower Advisors,1756566,Deborah,Young,dyoung@highadvi.com,725-310-9366,Memphis,TN,38101,"6962 Jefferson Ave, Suite 3050, Memphis, TN, 38101",386.6,6
GT0000516,The Allen Investment Group,Janney Montgomery Scott,1272943,Melissa,Allen,mallen@jannmontsc.com,316-958-8583,Columbus,OH,43201,"2942 Elm Way, Suite 1804, Columbus, OH, 43201",281.9,4
GT0000517,Sanders Asset Management Group,Mesirow Financial,4140556,Kenneth,Sanders,ksanders@mesi.com,416-389-2281,Milwaukee,WI,53201,"9897 Lake Ave, Suite 173, Milwaukee, WI, 53201",361.3,2
GT0000518,Anderson Financial Advisory Group,Merrill Lynch,7796309,Ronald,Anderson,randerson@merrlync.com,873-962-8974,Baltimore,MD,21201,"4962 Capital Rd, Baltimore, MD, 21201",87.8,5
GT0000519,The Hill Financial Advisory Group,UBS Financial Services,4157826,Amanda,Hill,ahill@ubs.com,227-414-8882,New York,NY,10001,"2379 Liberty Dr, Suite 2664, New York, NY, 10001",545.9,6
GT0000520,Lopez Asset Management Group,Stifel Financial,8952217,Matthew,Lopez,mlopez@stif.com,632-222-2908,Boston,MA,02134,"2722 Cedar Pl, Boston, MA, 02134",1913.9,5
GT0000521,The Flores Private Wealth Group,Dynasty Financial Partners,1854332,John,Flores,jflores@dynapart.com,541-208-2682,Minneapolis,MN,55401,"7075 Jefferson Pl, Minneapolis, MN, 55401",31.2,6
GT0000522,Peterson Wealth Management Group,Stifel Financial,9155420,Kimberly,Peterson,kpeterson@stif.com,725-805-8993,Detroit,MI,48201,"3800 Oak Ct, Suite 2460, Detroit, MI, 48201",93.6,4
GT0000523,Rodriguez Wealth Advisors,Ameriprise Financial,6817736,Susan,Rodriguez,srodriguez@amer.com,659-914-8147,Kansas City,MO,64101,"341 Elm Ln, Kansas City, MO, 64101",848.2,5
GT0000524,The Stewart Advisory Group,RBC Wealth Management,6690043,Brian,Stewart,bstewart@rbc.com,816-932-8675,Salt Lake City,UT,84101,"2149 Hill Way, Salt Lake City, UT, 84101",752.4,4
GT0000525,The Reed Financial Group,Edward Jones,9101545,Michelle,Reed,mreed@edwajone.com,332-377-4268,Minneapolis,MN,55401,"2562 Capital Pl, Suite 1803, Minneapolis, MN, 55401",203.3,5
GT0000526,The Walker Advisory Group,LPL Financial,7019442,Joshua,Walker,jwalker@lpl.com,467-565-3598,New York,NY,10017,"2863 Market St, New York, NY, 10017",152.2,4
GT0000527,The Anderson Private Wealth Group,HighTower,6709692,Jason,Anderson,janderson@high.com,563-987-1764,Hartford,CT,06101,"9127 Lake Blvd, Hartford, CT, 06101",284.3,6
GT0000528,The Powell Private Client Group,Wells Fargo Advisors,8669463,Karen,Powell,kpowell@wellfargad.com,973-313-2734,Las Vegas,NV,89101,"9989 Maple Ct, Suite 531, Las Vegas, NV, 89101",610.6,3
GT0000529,The Thomas Wealth Partners,LPL Financial,9361613,Nancy,Thomas,nthomas@lpl.com,950-301-3527,Minneapolis,MN,55401,"5960 River Blvd, Suite 926, Minneapolis, MN, 55401",144.3,5
GT0000530,Smith Wealth Solutions Group,RBC Wealth Management,5811005,Timothy,Smith,tsmith@rbc.com,717-375-2396,Cleveland,OH,44101,"4359 Sunset Way, Suite 2823, Cleveland, OH, 44101",34.4,3
GT0000531,The Alexander Capital Group,Hightower Advisors,7867070,Charles,Alexander,calexander@highadvi.com,669-728-6927,Boston,MA,02101,"488 Lincoln Blvd, Boston, MA, 02101",363.6,6
GT0000532,Rodriguez Wealth Partners,UBS Financial Services,3756910,Amy,Rodriguez,arodriguez@ubs.com,644-262-7443,Detroit,MI,48201,"608 Liberty Blvd, Detroit, MI, 48201",75.6,2
GT0000533,Butler Investment Group,Hightower Advisors,6105693,Nancy,Butler,nbutler@highadvi.com,938-960-6139,Detroit,MI,48201,"5639 Main Ln, Detroit, MI, 48201",996.6,6
GT0000534,The Jackson Family Wealth Group,Piper Sandler,8417942,Cynthia,Jackson,cjackson@pipesand.com,914-553-7627,Richmond,VA,23220,"3233 Hill Ave, Suite 1470, Richmond, VA, 23220",71.8,5
GT0000535,Simmons Advisory Group,Raymond James,9746564,Kimberly,Simmons,ksimmons@raymjame.com,548-975-3621,Seattle,WA,98101,"384 Main Ct, Suite 1088, Seattle, WA, 98101",870.4,4
GT0000536,The Collins Wealth Management Team,Hightower Advisors,5357990,Kimberly,Collins,kcollins@highadvi.com,842-719-6807,Tampa,FL,33601,"2029 Oak Ave, Suite 2444, Tampa, FL, 33601",565.2,2
GT0000537,The Baker Asset Management Group,RBC Wealth Management,3348331,Ryan,Baker,rbaker@rbc.com,931-586-9514,Pittsburgh,PA,15201,"4058 Maple Rd, Suite 888, Pittsburgh, PA, 15201",142.4,4
GT0000538,Gonzalez Private Client Group,Raymond James,2374845,Ryan,Gonzalez,rgonzalez@raymjame.com,294-263-7961,San Diego,CA,92101,"2131 Broadway Dr, Suite 1612, San Diego, CA, 92101",1332.8,6
GT0000539,Sanders Advisory Group,Steward Partners,8383316,Ronald,Sanders,rsanders@stewpart.com,905-701-7830,Philadelphia,PA,19101,"2669 Cedar Ct, Suite 3012, Philadelphia, PA, 19101",56.1,5
GT0000540,The Washington Wealth Solutions Group,Hightower Advisors,8640887,Thomas,Washington,twashington@highadvi.com,684-233-3569,Seattle,WA,98101,"9160 Sunset Ave, Seattle, WA, 98101",103.3,5
GT0000541,Thomas Financial Group,Janney Montgomery Scott,6115785,Joseph,Thomas,jthomas@jannmontsc.com,583-510-5816,Los Angeles,CA,90001,"7962 Main Blvd, Suite 2515, Los Angeles, CA, 90001",135.0,5
GT0000542,The Flores Private Wealth Group,Stifel Financial,1034993,Michael,Flores,mflores@stif.com,325-760-6712,Indianapolis,IN,46201,"1107 Oak Way, Suite 1368, Indianapolis, IN, 46201",224.6,6
GT0000543,The Baker Family Wealth Group,Piper Sandler,8548562,Jeffrey,Baker,jbaker@pipesand.com,883-659-3440,Boston,MA,02101,"5329 Pine Way, Suite 3787, Boston, MA, 02101",64.5,5
GT0000544,Ward Wealth Advisors,Morgan Stanley,2485285,Kevin,Ward,kward@morgstan.com,369-924-1406,Charlotte,NC,28201,"9372 Liberty Ln, Suite 607, Charlotte, NC, 28201",235.1,6
GT0000545,The Harris Advisory Group,HighTower,9432879,David,Harris,dharris@high.com,219-323-9713,Memphis,TN,38101,"2945 Main Ln, Memphis, TN, 38101",33.7,3
GT0000546,The Washington Family Wealth Group,Dynasty Financial Partners,6375942,Deborah,Washington,dwashington@dynapart.com,611-803-1737,Richmond,VA,23220,"8053 Main Rd, Suite 1799, Richmond, VA, 23220",186.3,2
GT0000547,Cox Capital Group,Baird,3821189,Rebecca,Cox,rcox@bair.com,492-347-3992,Chicago,IL,60614,"4188 Pine Blvd, Suite 1768, Chicago, IL, 60614",369.6,3
GT0000548,The Wood Financial Advisory Group,Baird,6000018,Michael,Wood,mwood@bair.com,599-301-6243,Los Angeles,CA,90025,"2335 Jefferson Rd, Suite 3956, Los Angeles, CA, 90025",351.5,2
GT0000549,The Sanchez Asset Management Group,RBC Wealth Management,2930745,Michael,Sanchez,msanchez@rbc.com,475-262-6215,Indianapolis,IN,46201,"7616 Commerce Way, Suite 218, Indianapolis, IN, 46201",59.2,5
GT0000550,The Robinson Investment Group,Merrill Lynch,3106737,Nancy,Robinson,nrobinson@merrlync.com,511-781-7664,Phoenix,AZ,85001,"7307 Pine Ct, Suite 683, Phoenix, AZ, 85001",226.6,4
GT0000551,Perez Advisory Group,RBC Wealth Management,8795567,Barbara,Perez,bperez@rbc.com,835-496-3742,Hartford,CT,06101,"9 Oak Pl, Suite 1127, Hartford, CT, 06101",232.5,5
GT0000552,Ross Financial Group,LPL Financial,3708116,Brian,Ross,bross@lpl.com,956-746-2145,Los Angeles,CA,90001,"4926 Pine Way, Los Angeles, CA, 90001",248.6,3
GT0000553,The Gray Capital Group,Ameriprise Financial,6748465,Kimberly,Gray,kgray@amer.com,850-467-8417,Milwaukee,WI,53201,"4474 Park Rd, Suite 1983, Milwaukee, WI, 53201",28.3,6
GT0000554,The Williams Wealth Advisors,Raymond James,8994829,Kevin,Williams,kwilliams@raymjame.com,204-209-3843,Louisville,KY,40201,"6770 Commerce Pl, Louisville, KY, 40201",229.2,6
GT0000555,The Jenkins Advisory Group,UBS Financial Services,7314548,David,Jenkins,djenkins@ubs.com,815-566-7336,Las Vegas,NV,89101,"2904 Main Ave, Suite 3934, Las Vegas, NV, 89101",144.7,3
GT0000556,The Johnson Private Client Group,RBC Wealth Management,7003240,Jeffrey,Johnson,jjohnson@rbc.com,396-292-5967,Charlotte,NC,28201,"3624 Park Pl, Charlotte, NC, 28201",91.0,2
GT0000557,The Murphy Private Wealth Group,HighTower,2861373,Paul,Murphy,pmurphy@high.com,484-782-9197,Miami,FL,33101,"8094 Elm Ct, Suite 3126, Miami, FL, 33101",1343.9,6
GT0000558,The Patterson Financial Group,HighTower,3151617,Sandra,Patterson,spatterson@high.com,963-266-3087,Chicago,IL,60601,"4254 Financial Dr, Chicago, IL, 60601",206.7,4
GT0000559,Long Private Client Group,Merrill Lynch,8165791,Matthew,Long,mlong@merrlync.com,856-889-1849,Hartford,CT,06101,"5293 Jefferson Way, Suite 2885, Hartford, CT, 06101",258.7,6
GT0000560,The Murphy Advisory Group,Janney Montgomery Scott,1787936,Ryan,Murphy,rmurphy@jannmontsc.com,484-630-9723,Denver,CO,80201,"7355 River St, Suite 1470, Denver, CO, 80201",232.7,2
GT0000561,The Brooks Private Client Group,Merrill Lynch,4303044,Sharon,Brooks,sbrooks@merrlync.com,368-537-6092,Portland,OR,97201,"1030 Liberty Ave, Suite 1869, Portland, OR, 97201",3241.0,2
GT0000562,Ross Wealth Solutions Group,Baird,2809265,Sarah,Ross,sross@bair.com,684-444-6583,Phoenix,AZ,85001,"892 River Ct, Phoenix, AZ, 85001",121.3,2
GT0000563,The Price Family Wealth Group,HighTower,2018157,Carol,Price,cprice@high.com,234-586-6132,Cincinnati,OH,45201,"1066 Cedar St, Cincinnati, OH, 45201",136.3,5
GT0000564,Hill Wealth Advisors,HighTower,2708383,Michael,Hill,mhill@high.com,893-257-1855,Chicago,IL,60601,"4832 Madison Way, Suite 3180, Chicago, IL, 60601",300.2,5
